"1_A4-format;A4-format;A4-format;;substantiv intetkøn;noun;A4 format;A4 format;;;;"
1_asocial;asocial;asocial;;adjektiv;adjective;antisocial;antisocial;;;;
1_asocial;asocial;asocial;;adjektiv;adjective;unsocial;unsocial;;;;
"1_asparges;asparges;asparges;;substantiv fælleskøn;noun;asparagus;asparagus;;Hvor mange minutter skal jeg koge de her frosne asparges?;How many minutes shall I boil this frozen asparagus?;"
"1_asparges;asparges;aspargesene;;substantiv fælleskøn flertal bestemt;noun plural definite;asparagus;the asparaguses;;Hvor mange minutter skal jeg koge de her frosne asparges?;How many minutes shall I boil this frozen asparagus?;"
"1_asparges;asparges;aspargeserne;;substantiv fælleskøn flertal bestemt;noun plural definite;asparagus;the asparaguses;;Hvor mange minutter skal jeg koge de her frosne asparges?;How many minutes shall I boil this frozen asparagus?;"
"1_asparges;asparges;asparges;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;asparagus;asparaguses;;Hvor mange minutter skal jeg koge de her frosne asparges?;How many minutes shall I boil this frozen asparagus?;"
"1_asparges;asparges;aspargeser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;asparagus;asparaguses;;Hvor mange minutter skal jeg koge de her frosne asparges?;How many minutes shall I boil this frozen asparagus?;"
"1_asparges;asparges;aspargesen;;substantiv fælleskøn ental bestemt;noun singular definite;asparagus;the asparagus;;Hvor mange minutter skal jeg koge de her frosne asparges?;How many minutes shall I boil this frozen asparagus?;"
"1_aspekt;aspekt;aspekt;;substantiv intetkøn;noun;aspect;aspect;;;;"
"1_aspekt;aspekt;aspekterne;;substantiv intetkøn flertal bestemt;noun plural definite;aspect;the aspects;;;;"
"1_aspekt;aspekt;aspekter;;substantiv intetkøn flertal ubestemt;noun plural indefinite;aspect;aspects;;;;"
"1_aspekt;aspekt;aspektet;;substantiv intetkøn ental bestemt;noun singular definite;aspect;the aspect;;;;"
"1_aspirere_til;aspirere til;aspirere til;;verbum;verb;aspire to;aspire to;;;;"
"1_assassinklinge;assassinklinge;assassinklinge;;substantiv fælleskøn;noun;Assassin blade;Assassin blade;;;;"
1_assistent;assistent;assistent;;substantiv;noun;aid;aid;;;;
"1_assistent;assistent;assistenterne;;substantiv fælleskøn flertal bestemt;noun plural definite;aid;the aids;;;;"
"1_assistent;assistent;assistenter;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;aid;aids;;;;"
"1_assistent;assistent;assistenten;;substantiv fælleskøn ental bestemt;noun singular definite;aid;the aid;;;;"
1_assistent;assistent;assistent;;substantiv;noun;assistant;assistant;;;;
"1_assistent;assistent;assistenterne;;substantiv fælleskøn flertal bestemt;noun plural definite;assistant;the assistants;;;;"
"1_assistent;assistent;assistenter;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;assistant;assistants;;;;"
"1_assistent;assistent;assistenten;;substantiv fælleskøn ental bestemt;noun singular definite;assistant;the assistant;;;;"
1_assistent;assistent;assistent;;substantiv;noun;helper;helper;;;;
"1_assistent;assistent;assistenterne;;substantiv fælleskøn flertal bestemt;noun plural definite;helper;the helpers;;;;"
"1_assistent;assistent;assistenter;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;helper;helpers;;;;"
"1_assistent;assistent;assistenten;;substantiv fælleskøn ental bestemt;noun singular definite;helper;the helper;;;;"
1_associere;associere;associere;;verbum;verb;associate;associate;;;;
1_associeret;associeret;associeret;;adjektiv,participum;adjective,participle;associated;associated;;;;
"1_asterisk;asterisk;asterisk;;substantiv fælleskøn;noun;asterisk;asterisk;;;;"
"1_asterisk;asterisk;asteriskerne;;substantiv fælleskøn flertal bestemt;noun plural definite;asterisk;the asterisks;;;;"
"1_asterisk;asterisk;asterisker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;asterisk;asterisks;;;;"
"1_asterisk;asterisk;asterisken;;substantiv fælleskøn ental bestemt;noun singular definite;asterisk;the asterisk;;;;"
"1_astma;astma;astma;;substantiv fælleskøn;noun;asthma;asthma;;;;"
"1_astma;astma;astmaen;;substantiv fælleskøn ental bestemt;noun singular definite;asthma;the asthma;;;;"
"1_astmapatient;astmapatient;astmapatient;;substantiv;noun;asthma patient;asthma patient;;;;"
"1_astmatiker;astmatiker;astmatiker;;substantiv fælleskøn;noun;asthmatic;asthmatic;;;;"
"1_astmatiker;astmatiker;astmatikerne;;substantiv fælleskøn flertal bestemt;noun plural definite;asthmatic;the asthmatics;;;;"
"1_astmatiker;astmatiker;astmatikere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;asthmatic;asthmatics;;;;"
"1_astmatiker;astmatiker;astmatikeren;;substantiv fælleskøn ental bestemt;noun singular definite;asthmatic;the asthmatic;;;;"
1_astmatisk;astmatisk;astmatisk;;adjektiv;adjective;asthmatic;asthmatic;;;;
"1_astmatisk;astmatisk;astmatiske;;adjektiv flertal;adjective plural;asthmatic;asthmatic;;;;"
"1_astmatisk;astmatisk;astmatisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;asthmatic;asthmatic;;;;"
"1_astmatisk;astmatisk;astmatisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;asthmatic;asthmatic;;;;"
"1_astmatisk;astmatisk;astmatiske;;adjektiv ental bestemt;adjective singular definite;asthmatic;the asthmatic;;;;"
"1_astmaanfald;astmaanfald;astmaanfald;;substantiv intetkøn;noun;asthma attack;asthma attack;;Tom havde et astmaanfald.;Tom had an asthma attack.;"
1_astrofysisk;astrofysisk;astrofysisk;;adjektiv;adjective;astrophysical;astrophysical;;;;
"1_astrofysisk;astrofysisk;astrofysiske;;adjektiv flertal;adjective plural;astrophysical;astrophysical;;;;"
"1_astrofysisk;astrofysisk;astrofysisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;astrophysical;astrophysical;;;;"
"1_astrofysisk;astrofysisk;astrofysisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;astrophysical;astrophysical;;;;"
"1_astrofysisk;astrofysisk;astrofysiske;;adjektiv ental bestemt;adjective singular definite;astrophysical;the astrophysical;;;;"
"1_astrologi;astrologi;astrologi;;substantiv fælleskøn;noun;astrology;astrology;;;;"
"1_astrologi;astrologi;astrologien;;substantiv fælleskøn ental bestemt;noun singular definite;astrology;the astrology;;;;"
"1_astronaut;astronaut;astronaut;;substantiv fælleskøn;noun;astronaut;astronaut;;Han er astronaut.;He's an astronaut.;"
"1_astronaut;astronaut;astronauterne;;substantiv fælleskøn flertal bestemt;noun plural definite;astronaut;the astronauts;;Han er astronaut.;He's an astronaut.;"
"1_astronaut;astronaut;astronauter;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;astronaut;astronauts;;Han er astronaut.;He's an astronaut.;"
"1_astronaut;astronaut;astronauten;;substantiv fælleskøn ental bestemt;noun singular definite;astronaut;the astronaut;;Han er astronaut.;He's an astronaut.;"
"1_astronautik;astronautik;astronautik;;substantiv fælleskøn;noun;astronautics;astronautics;;;;"
"1_astronautik;astronautik;astronautikken;;substantiv fælleskøn ental bestemt;noun singular definite;astronautics;the astronautics;;;;"
"1_astronom;astronom;astronom;;substantiv fælleskøn;noun;astronomer;astronomer;;;;"
"1_astronom;astronom;astronomerne;;substantiv fælleskøn flertal bestemt;noun plural definite;astronomer;the astronomers;;;;"
"1_astronom;astronom;astronomer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;astronomer;astronomers;;;;"
"1_astronom;astronom;astronomen;;substantiv fælleskøn ental bestemt;noun singular definite;astronomer;the astronomer;;;;"
"1_astronomi;astronomi;astronomi;;substantiv fælleskøn;noun;astronomy;astronomy;;De er meget interesseret i astronomi.;They are very interested in astronomy.;"
"1_astronomi;astronomi;astronomien;;substantiv fælleskøn ental bestemt;noun singular definite;astronomy;the astronomy;;De er meget interesseret i astronomi.;They are very interested in astronomy.;"
1_astronomisk;astronomisk;astronomisk;;adjektiv;adjective;astronomical;astronomical;;;;
"1_astronomisk;astronomisk;astronomiske;;adjektiv flertal;adjective plural;astronomical;astronomical;;;;"
"1_astronomisk;astronomisk;astronomisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;astronomical;astronomical;;;;"
"1_astronomisk;astronomisk;astronomisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;astronomical;astronomical;;;;"
"1_astronomisk;astronomisk;astronomiske;;adjektiv ental bestemt;adjective singular definite;astronomical;the astronomical;;;;"
"1_asyl;asyl;asyl;;substantiv intetkøn;noun;asylum;asylum;;;;"
"1_asyl;asyl;asylerne;;substantiv intetkøn flertal bestemt;noun plural definite;asylum;the asylums;;;;"
"1_asyl;asyl;asyler;;substantiv intetkøn flertal ubestemt;noun plural indefinite;asylum;asylums;;;;"
"1_asyl;asyl;asylet;;substantiv intetkøn ental bestemt;noun singular definite;asylum;the asylum;;;;"
"1_asyl;asyl;asyl;;substantiv;noun;place of refuge;place of refuge;;;;"
1_asyl;asyl;asyl;;substantiv;noun;shelter;shelter;;;;
"1_asyl;asyl;asylerne;;substantiv intetkøn flertal bestemt;noun plural definite;shelter;the shelters;;;;"
"1_asyl;asyl;asyler;;substantiv intetkøn flertal ubestemt;noun plural indefinite;shelter;shelters;;;;"
"1_asyl;asyl;asylet;;substantiv intetkøn ental bestemt;noun singular definite;shelter;the shelter;;;;"
"1_asylansøger;asylansøger;asylansøger;;substantiv fælleskøn;noun;asylum seeker;asylum seeker;;;;"
"1_asylansøger;asylansøger;asylansøgerne;;substantiv fælleskøn flertal bestemt;noun plural definite;asylum seeker;the asylum seekers;;;;"
"1_asylansøger;asylansøger;asylansøgere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;asylum seeker;asylum seekers;;;;"
"1_asylansøger;asylansøger;asylansøgeren;;substantiv fælleskøn ental bestemt;noun singular definite;asylum seeker;the asylum seeker;;;;"
"1_at_blive_flået;at blive flået;at blive flået;talemåde;;;to get ripped off;to get ripped off;idiom;;;"
"1_at_blive_sur;at blive sur;at blive sur;talemåde;;;to get bent out of shape;to get bent out of shape;idiom;;;"
"1_at_give_nogen_et_lift;at give nogen et lift;at give nogen et lift;talemåde;;;to give someone a lift;to give someone a lift;idiom;;;"
"1_at_gå_ind_til_eller_på_noget;at gå ind til eller på noget;at gå ind til eller på noget;talemåde;;;set foot somewhere;set foot somewhere;idiom;;;"
"1_at_have_det_dårligt;at have det dårligt;at have det dårligt;talemåde;;;under the weather;under the weather;idiom;;;"
"1_at_irritere_nogen;at irritere nogen;at irritere nogen;talemåde;;;to rub someone the wrong way;to rub someone the wrong way;idiom;;;"
"1_at_narre_nogen;at narre nogen;at narre nogen;talemåde;;;to pull someone's leg;to pull someone's leg;idiom;;;"
"1_at_sejre;at sejre;at sejre;talemåde;;;carry the day;carry the day;idiom;;;"
"1_at_stikke_af;at stikke af;at stikke af;talemåde;;;to bail;to bail;idiom;;;"
"1_at_udnytte_noget;at udnytte noget;at udnytte noget;talemåde;;;cash in on something;cash in on something;idiom;;;"
"1_atavisme;atavisme;atavisme;;substantiv fælleskøn;noun;atavism;atavism;;;;"
"1_atavisme;atavisme;atavismen;;substantiv fælleskøn ental bestemt;noun singular definite;atavism;the atavism;;;;"
1_atavistisk;atavistisk;atavistisk;;adjektiv;adjective;atavistic;atavistic;;;;
"1_atavistisk;atavistisk;atavistiske;;adjektiv flertal;adjective plural;atavistic;atavistic;;;;"
"1_atavistisk;atavistisk;atavistisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;atavistic;atavistic;;;;"
"1_atavistisk;atavistisk;atavistisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;atavistic;atavistic;;;;"
"1_atavistisk;atavistisk;atavistiske;;adjektiv ental bestemt;adjective singular definite;atavistic;the atavistic;;;;"
"1_ateisme;ateisme;ateisme;;substantiv fælleskøn;noun;atheism;atheism;;;;"
"1_ateisme;ateisme;ateismen;;substantiv fælleskøn ental bestemt;noun singular definite;atheism;the atheism;;;;"
"1_ateist;ateist;ateist;;substantiv fælleskøn;noun;atheist;atheist;;Hun er ateist.;She is an atheist.;"
"1_ateist;ateist;ateisterne;;substantiv fælleskøn flertal bestemt;noun plural definite;atheist;the atheists;;Hun er ateist.;She is an atheist.;"
"1_ateist;ateist;ateister;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;atheist;atheists;;Hun er ateist.;She is an atheist.;"
"1_ateist;ateist;ateisten;;substantiv fælleskøn ental bestemt;noun singular definite;atheist;the atheist;;Hun er ateist.;She is an atheist.;"
1_ateistisk;ateistisk;ateistisk;;adjektiv;adjective;atheistic;atheistic;;;;
"1_ateistisk;ateistisk;ateistiske;;adjektiv flertal;adjective plural;atheistic;atheistic;;;;"
"1_ateistisk;ateistisk;ateistisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;atheistic;atheistic;;;;"
"1_ateistisk;ateistisk;ateistisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;atheistic;atheistic;;;;"
1_ateistisk;ateistisk;ateistisk;;adjektiv;adjective;atheistical;atheistical;;;;
"1_ateistisk;ateistisk;ateistiske;;adjektiv flertal;adjective plural;atheistical;atheistical;;;;"
"1_ateistisk;ateistisk;ateistisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;atheistical;atheistical;;;;"
"1_ateistisk;ateistisk;ateistisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;atheistical;atheistical;;;;"
"1_ateistisk;ateistisk;ateistiske;;adjektiv ental bestemt;adjective singular definite;atheistic;the atheistic;;;;"
"1_ateistisk;ateistisk;ateistiske;;adjektiv ental bestemt;adjective singular definite;atheistical;the atheistical;;;;"
"1_Atlanterhavet;Atlanterhavet;Atlanterhavet;;substantiv intetkøn;noun;Atlantic Ocean;Atlantic Ocean;;Brasilien er omgivet af ti lande og Atlanterhavet.;Brazil is surrounded by ten countries and the Atlantic Ocean.;"
1_atlantisk;atlantisk;atlantisk;;adjektiv;adjective;Atlantic;Atlantic;;;;
"1_atlas;atlas;atlas;;substantiv intetkøn;noun;atlas;atlas;;;;"
"1_atlas;atlas;atlassene;;substantiv intetkøn flertal bestemt;noun plural definite;atlas;the atlases;;;;"
"1_atlas;atlas;atlasserne;;substantiv intetkøn flertal bestemt;noun plural definite;atlas;the atlases;;;;"
"1_atlas;atlas;atlas;;substantiv intetkøn flertal ubestemt;noun plural indefinite;atlas;atlases;;;;"
"1_atlas;atlas;atlasser;;substantiv intetkøn flertal ubestemt;noun plural indefinite;atlas;atlases;;;;"
"1_atlas;atlas;atlasset;;substantiv intetkøn ental bestemt;noun singular definite;atlas;the atlas;;;;"
"1_atlet;atlet;atlet;;substantiv fælleskøn;noun;athlete;athlete;;Jeg er ikke en atlet.;I am not an athlete.;"
"1_atlet;atlet;atleterne;;substantiv fælleskøn flertal bestemt;noun plural definite;athlete;the athletes;;Jeg er ikke en atlet.;I am not an athlete.;"
"1_atlet;atlet;atleter;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;athlete;athletes;;Jeg er ikke en atlet.;I am not an athlete.;"
"1_atlet;atlet;atleten;;substantiv fælleskøn ental bestemt;noun singular definite;athlete;the athlete;;Jeg er ikke en atlet.;I am not an athlete.;"
"1_atletik;atletik;atletik;;substantiv fælleskøn;noun plural;athletics;athletics;;;;"
"1_atmosfære;atmosfære;atmosfære;;substantiv fælleskøn;noun;atmosphere;atmosphere;;Mars har en meget tynd atmosfære.;Mars has a very thin atmosphere.;"
"1_atmosfære;atmosfære;atmosfærerne;;substantiv fælleskøn flertal bestemt;noun plural definite;atmosphere;the atmospheres;;Mars har en meget tynd atmosfære.;Mars has a very thin atmosphere.;"
"1_atmosfære;atmosfære;atmosfærer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;atmosphere;atmospheres;;Mars har en meget tynd atmosfære.;Mars has a very thin atmosphere.;"
"1_atmosfære;atmosfære;atmosfæren;;substantiv fælleskøn ental bestemt;noun singular definite;atmosphere;the atmosphere;;Mars har en meget tynd atmosfære.;Mars has a very thin atmosphere.;"
1_atmosfærisk;atmosfærisk;atmosfærisk;;adjektiv;adjective;atmospheric;atmospheric;;;;
"1_atmosfærisk;atmosfærisk;atmosfæriske;;adjektiv flertal;adjective plural;atmospheric;atmospheric;;;;"
"1_atmosfærisk;atmosfærisk;atmosfærisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;atmospheric;atmospheric;;;;"
"1_atmosfærisk;atmosfærisk;atmosfærisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;atmospheric;atmospheric;;;;"
"1_atmosfærisk;atmosfærisk;atmosfæriske;;adjektiv ental bestemt;adjective singular definite;atmospheric;the atmospheric;;;;"
"1_atom;atom;atom;;substantiv intetkøn;noun;atom;atom;;;;"
"1_atom;atom;atomerne;;substantiv intetkøn flertal bestemt;noun plural definite;atom;the atoms;;;;"
"1_atom;atom;atomer;;substantiv intetkøn flertal ubestemt;noun plural indefinite;atom;atoms;;;;"
"1_atom;atom;atomet;;substantiv intetkøn ental bestemt;noun singular definite;atom;the atom;;;;"
1_atomar;atomar;atomar;;adjektiv;adjective;atomic;atomic;;;;
"1_atomar;atomar;atomare;;adjektiv flertal;adjective plural;atomic;atomic;;;;"
"1_atomar;atomar;atomar;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;atomic;atomic;;;;"
"1_atomar;atomar;atomart;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;atomic;atomic;;;;"
"1_atomar;atomar;atomare;;adjektiv ental bestemt;adjective singular definite;atomic;the atomic;;;;"
"1_atombombe;atombombe;atombombe;;substantiv fælleskøn;noun;A-bomb;A-bomb;;En atombombe er et frygteligt våben.;An A-bomb is a terrible weapon.;"
"1_atombombe;atombombe;atombomberne;;substantiv fælleskøn flertal bestemt;noun plural definite;A-bomb;the A-bombs;;En atombombe er et frygteligt våben.;An A-bomb is a terrible weapon.;"
"1_atombombe;atombombe;atombomber;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;A-bomb;A-bombs;;En atombombe er et frygteligt våben.;An A-bomb is a terrible weapon.;"
"1_atombombe;atombombe;atombomben;;substantiv fælleskøn ental bestemt;noun singular definite;A-bomb;the A-bomb;;En atombombe er et frygteligt våben.;An A-bomb is a terrible weapon.;"
"1_atombombe;atombombe;atombombe;;substantiv fælleskøn;noun;atomic bomb;atomic bomb;;;;"
1_atomkerne;atomkerne;atomkerne;;substantiv;noun;nucleus;nucleus;;;;
"1_atomkerne;atomkerne;atomkernerne;;substantiv fælleskøn flertal bestemt;noun plural definite;nucleus;the nuclei;;;;"
"1_atomkerne;atomkerne;atomkerner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;nucleus;nuclei;;;;"
"1_atomkerne;atomkerne;atomkernen;;substantiv fælleskøn ental bestemt;noun singular definite;nucleus;the nucleus;;;;"
"1_atomubåd;atomubåd;atomubåd;;substantiv fælleskøn;noun;nuclear submarine;nuclear submarine;;;;"
"1_atomubåd;atomubåd;atomubådene;;substantiv fælleskøn flertal bestemt;noun plural definite;nuclear submarine;the nuclear submarines;;;;"
"1_atomubåd;atomubåd;atomubåde;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;nuclear submarine;nuclear submarines;;;;"
"1_atomubåd;atomubåd;atomubåden;;substantiv fælleskøn ental bestemt;noun singular definite;nuclear submarine;the nuclear submarine;;;;"
"1_atrofi;atrofi;atrofi;;substantiv fælleskøn;noun;atrophy;atrophy;;;;"
"1_atrofi;atrofi;atrofien;;substantiv fælleskøn ental bestemt;noun singular definite;atrophy;the atrophy;;;;"
"1_attache;attache;attache;;substantiv fælleskøn;noun;attaché;attaché;;;;"
"1_attache;attache;attacheerne;;substantiv fælleskøn flertal bestemt;noun plural definite;attaché;the attachés;;;;"
"1_attache;attache;attacheer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;attaché;attachés;;;;"
"1_attache;attache;attacheen;;substantiv fælleskøn ental bestemt;noun singular definite;attaché;the attaché;;;;"
"1_atten;atten;atten;;tal;number;eighteen;eighteen;;Seks gange tre er atten.;Six times three is eighteen.;"
1_attende;attende;attende;;tal;number;eighteenth;eighteenth;;;;
"1_attentat;attentat;attentat;;substantiv intetkøn;noun;assassination;assassination;;;;"
"1_attentat;attentat;attentaterne;;substantiv intetkøn flertal bestemt;noun plural definite;assassination;the assassinations;;;;"
"1_attentat;attentat;attentater;;substantiv intetkøn flertal ubestemt;noun plural indefinite;assassination;assassinations;;;;"
"1_attentat;attentat;attentatet;;substantiv intetkøn ental bestemt;noun singular definite;assassination;the assassination;;;;"
"1_attentatforsøg;attentatforsøg;attentatforsøg;;substantiv intetkøn;noun;attempted assassination;attempted assassination;;;;"
"1_attentatmand;attentatmand;attentatmand;;substantiv fælleskøn;noun;assassin;assassin;;;;"
"1_attentatmand;attentatmand;attentatmændene;;substantiv fælleskøn flertal bestemt;noun plural definite;assassin;the assassins;;;;"
"1_attentatmand;attentatmand;attentatmænd;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;assassin;assassins;;;;"
"1_attentatmand;attentatmand;attentatmanden;;substantiv fælleskøn ental bestemt;noun singular definite;assassin;the assassin;;;;"
"1_atter;atter;atter;;adverbium;adverb;again;again;;Hun begyndte atter at græde.;She began to cry again.;"
"1_atter;atter;atter;;adverbium;adverb;once more;once more;;;;"
1_attest;attest;attest;;substantiv;noun;certificate;certificate;;;;
"1_attest;attest;attesterne;;substantiv fælleskøn flertal bestemt;noun plural definite;certificate;the certificates;;;;"
"1_attest;attest;attester;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;certificate;certificates;;;;"
"1_attest;attest;attesten;;substantiv fælleskøn ental bestemt;noun singular definite;certificate;the certificate;;;;"
1_attest;attest;attest;;substantiv;noun;testimony;testimony;;;;
"1_attest;attest;attesterne;;substantiv fælleskøn flertal bestemt;noun plural definite;testimony;the testimonies;;;;"
"1_attest;attest;attester;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;testimony;testimonies;;;;"
"1_attest;attest;attesten;;substantiv fælleskøn ental bestemt;noun singular definite;testimony;the testimony;;;;"
"1_attraktion;attraktion;attraktion;;substantiv fælleskøn;noun;attraction;attraction;;;;"
"1_attraktion;attraktion;attraktionerne;;substantiv fælleskøn flertal bestemt;noun plural definite;attraction;the attractions;;;;"
"1_attraktion;attraktion;attraktioner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;attraction;attractions;;;;"
"1_attraktion;attraktion;attraktionen;;substantiv fælleskøn ental bestemt;noun singular definite;attraction;the attraction;;;;"
"1_attraktiv;attraktiv;attraktiv;;adjektiv;adjective;attractive;attractive;;Synes du at hun er attraktiv?;Do you think she's attractive?;"
"1_attraktiv;attraktiv;attraktive;;adjektiv flertal;adjective plural;attractive;attractive;;Synes du at hun er attraktiv?;Do you think she's attractive?;"
"1_attraktiv;attraktiv;attraktiv;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;attractive;attractive;;Synes du at hun er attraktiv?;Do you think she's attractive?;"
"1_attraktiv;attraktiv;attraktivt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;attractive;attractive;;Synes du at hun er attraktiv?;Do you think she's attractive?;"
"1_attraktiv;attraktiv;attraktive;;adjektiv ental bestemt;adjective singular definite;attractive;the attractive;;Synes du at hun er attraktiv?;Do you think she's attractive?;"
1_atypisk;atypisk;atypisk;;adjektiv;adjective;atypical;atypical;;;;
"1_atypisk;atypisk;atypiske;;adjektiv flertal;adjective plural;atypical;atypical;;;;"
"1_atypisk;atypisk;atypisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;atypical;atypical;;;;"
"1_atypisk;atypisk;atypisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;atypical;atypical;;;;"
"1_atypisk;atypisk;atypiske;;adjektiv ental bestemt;adjective singular definite;atypical;the atypical;;;;"
"1_aubergine;aubergine;aubergine;britisk;substantiv fælleskøn;noun;aubergine;aubergine;british;;;"
"1_aubergine;aubergine;auberginerne;;substantiv fælleskøn flertal bestemt;noun plural definite;aubergine;the aubergines;;;;"
"1_aubergine;aubergine;auberginer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;aubergine;aubergines;;;;"
"1_aubergine;aubergine;auberginen;;substantiv fælleskøn ental bestemt;noun singular definite;aubergine;the aubergine;;;;"
"1_aubergine;aubergine;aubergine;amerikansk;substantiv fælleskøn;noun;eggplant;eggplant;american;Jeg har tilberedt aubergine og æg til min morgenmad.;I've prepared eggplant and egg for my breakfast.;"
"1_aubergine;aubergine;auberginerne;;substantiv fælleskøn flertal bestemt;noun plural definite;eggplant;the eggplants;;Jeg har tilberedt aubergine og æg til min morgenmad.;I've prepared eggplant and egg for my breakfast.;"
"1_aubergine;aubergine;auberginer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;eggplant;eggplants;;Jeg har tilberedt aubergine og æg til min morgenmad.;I've prepared eggplant and egg for my breakfast.;"
"1_aubergine;aubergine;auberginen;;substantiv fælleskøn ental bestemt;noun singular definite;eggplant;the eggplant;;Jeg har tilberedt aubergine og æg til min morgenmad.;I've prepared eggplant and egg for my breakfast.;"
"1_august;august;august;;substantiv fælleskøn;noun;August;August;;I august er der ingen undervisning.;There's no school in August.;"
"1_auktion;auktion;auktion;;substantiv fælleskøn;noun;auction;auction;;;;"
"1_auktion;auktion;auktionerne;;substantiv fælleskøn flertal bestemt;noun plural definite;auction;the auctions;;;;"
"1_auktion;auktion;auktioner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;auction;auctions;;;;"
"1_auktion;auktion;auktionen;;substantiv fælleskøn ental bestemt;noun singular definite;auction;the auction;;;;"
"1_auktionarius;auktionarius;auktionarius;;substantiv fælleskøn;noun;auctioneer;auctioneer;;;;"
"1_auktionarius;auktionarius;auktionariusserne;;substantiv fælleskøn flertal bestemt;noun plural definite;auctioneer;the auctioneers;;;;"
"1_auktionarius;auktionarius;auktionariusser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;auctioneer;auctioneers;;;;"
"1_auktionarius;auktionarius;auktionariussen;;substantiv fælleskøn ental bestemt;noun singular definite;auctioneer;the auctioneer;;;;"
1_aula;aula;aula;;substantiv;noun;auditorium;auditorium;;;;
"1_aula;aula;aulaerne;;substantiv fælleskøn flertal bestemt;noun plural definite;auditorium;the auditoria;;;;"
"1_aula;aula;aulaer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;auditorium;auditoria;;;;"
"1_aula;aula;aulaen;;substantiv fælleskøn ental bestemt;noun singular definite;auditorium;the auditorium;;;;"
"1_aula;aula;aula;;substantiv;noun;great hall;great hall;;;;"
1_aula;aula;aula;;substantiv;noun;salon;salon;;;;
"1_aula;aula;aulaerne;;substantiv fælleskøn flertal bestemt;noun plural definite;salon;the salons;;;;"
"1_aula;aula;aulaer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;salon;salons;;;;"
"1_aula;aula;aulaen;;substantiv fælleskøn ental bestemt;noun singular definite;salon;the salon;;;;"
"1_Australien;Australien;Australien;;substantiv intetkøn;noun;Australia;Australia;;Sproget der tales i Australien"," er engelsk.;The language spoken in Australia is English.;"
"1_australier;australier;australier;;substantiv fælleskøn;noun;Australian;Australian;;Jeg er australier.;I am Australian.;"
"1_australier;australier;australierne;;substantiv fælleskøn flertal bestemt;noun plural definite;Australian;the Australians;;Jeg er australier.;I am Australian.;"
"1_australier;australier;australiere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;Australian;Australians;;Jeg er australier.;I am Australian.;"
"1_australier;australier;australieren;;substantiv fælleskøn ental bestemt;noun singular definite;Australian;the Australian;;Jeg er australier.;I am Australian.;"
"1_australsk;australsk;australsk;;adjektiv;adjective;Australian;Australian;;Tom er interesseret i australsk historie.;Tom is interested in Australian history.;"
"1_australsk;australsk;australske;;adjektiv flertal;adjective plural;Australian;Australian;;Tom er interesseret i australsk historie.;Tom is interested in Australian history.;"
