"1_A4-format;A4-format;A4-format;;substantiv intetkøn;noun;A4 format;A4 format;;;;"
"1_bedstefar;bedstefar;bedstefar;;substantiv fælleskøn;noun;grandfather;grandfather;;Min bedstefar står tidligt op.;My grandfather gets up early.;"
"1_bedstefar;bedstefar;bedstefædrene;;substantiv fælleskøn flertal bestemt;noun plural definite;grandfather;the grandfathers;;Min bedstefar står tidligt op.;My grandfather gets up early.;"
"1_bedstefar;bedstefar;bedstefædre;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;grandfather;grandfathers;;Min bedstefar står tidligt op.;My grandfather gets up early.;"
"1_bedstefar;bedstefar;bedstefaderen;;substantiv fælleskøn ental bestemt;noun singular definite;grandfather;the grandfather;;Min bedstefar står tidligt op.;My grandfather gets up early.;"
"1_bedstefar;bedstefar;bedstefaren;;substantiv fælleskøn ental bestemt;noun singular definite;grandfather;the grandfather;;Min bedstefar står tidligt op.;My grandfather gets up early.;"
"1_bedstefar;bedstefar;bedstefar;;substantiv fælleskøn;noun;grandpa;grandpa;;Lad os besøge min bedstefar i weekenden.;Let's visit my grandpa this weekend.;"
"1_bedstefar;bedstefar;bedstefædrene;;substantiv fælleskøn flertal bestemt;noun plural definite;grandpa;the grandpas;;Lad os besøge min bedstefar i weekenden.;Let's visit my grandpa this weekend.;"
"1_bedstefar;bedstefar;bedstefædre;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;grandpa;grandpas;;Lad os besøge min bedstefar i weekenden.;Let's visit my grandpa this weekend.;"
"1_bedstefar;bedstefar;bedstefaderen;;substantiv fælleskøn ental bestemt;noun singular definite;grandpa;the grandpa;;Lad os besøge min bedstefar i weekenden.;Let's visit my grandpa this weekend.;"
"1_bedstefar;bedstefar;bedstefaren;;substantiv fælleskøn ental bestemt;noun singular definite;grandpa;the grandpa;;Lad os besøge min bedstefar i weekenden.;Let's visit my grandpa this weekend.;"
"1_bedsteforældre;bedsteforældre;bedsteforældre;;substantiv flertal;noun;grandparents;grandparents;;;;"
1_bedstemoder;bedstemoder;bedstemoder;;substantiv;noun;grandmother;grandmother;;;;
"1_bedstemor;bedstemor;bedstemor;;substantiv fælleskøn;noun;grandmother;grandmother;;Hvor bor din bedstemor?;Where does your grandmother live?;"
"1_bedstemor;bedstemor;bedstemødrene;;substantiv fælleskøn flertal bestemt;noun plural definite;grandmother;the grandmothers;;Hvor bor din bedstemor?;Where does your grandmother live?;"
"1_bedstemor;bedstemor;bedstemødre;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;grandmother;grandmothers;;Hvor bor din bedstemor?;Where does your grandmother live?;"
"1_bedstemor;bedstemor;bedstemoderen;;substantiv fælleskøn ental bestemt;noun singular definite;grandmother;the grandmother;;Hvor bor din bedstemor?;Where does your grandmother live?;"
"1_bedstemor;bedstemor;bedstemoren;;substantiv fælleskøn ental bestemt;noun singular definite;grandmother;the grandmother;;Hvor bor din bedstemor?;Where does your grandmother live?;"
1_bedømme;bedømme;bedømme;;verbum;verb;appraise;appraise;;;;
"1_bedømme;bedømme;bedømte;;verbum datid;verb past tense;appraise;appraised;;;;"
"1_bedømme;bedømme;bedømmer;;verbum nutid;verb present 3rd person singular;appraise;appraises;;;;"
"1_bedømme;bedømme;bedømmer;;verbum nutid;verb present non 3rd person;appraise;appraise;;;;"
1_bedømme;bedømme;bedømme;;verbum;verb;estimate;estimate;;;;
"1_bedømme;bedømme;bedømte;;verbum datid;verb past tense;estimate;estimated;;;;"
"1_bedømme;bedømme;bedømmer;;verbum nutid;verb present 3rd person singular;estimate;estimates;;;;"
"1_bedømme;bedømme;bedømmer;;verbum nutid;verb present non 3rd person;estimate;estimate;;;;"
1_bedømme;bedømme;bedømme;;verbum;verb;rate;rate;;;;
"1_bedømme;bedømme;bedømte;;verbum datid;verb past tense;rate;rated;;;;"
"1_bedømme;bedømme;bedømmer;;verbum nutid;verb present 3rd person singular;rate;rates;;;;"
"1_bedømme;bedømme;bedømmer;;verbum nutid;verb present non 3rd person;rate;rate;;;;"
"1_bedøvelsesmiddel;bedøvelsesmiddel;bedøvelsesmiddel;britisk;substantiv intetkøn;noun;anaesthetic;anaesthetic;british;;;"
"1_bedøvelsesmiddel;bedøvelsesmiddel;bedøvelsesmidlerne;;substantiv intetkøn flertal bestemt;noun plural definite;anaesthetic;the anaesthetics;;;;"
"1_bedøvelsesmiddel;bedøvelsesmiddel;bedøvelsesmidler;;substantiv intetkøn flertal ubestemt;noun plural indefinite;anaesthetic;anaesthetics;;;;"
"1_bedøvelsesmiddel;bedøvelsesmiddel;bedøvelsesmidlet;;substantiv intetkøn ental bestemt;noun singular definite;anaesthetic;the anaesthetic;;;;"
"1_bedøvelsesmiddel;bedøvelsesmiddel;bedøvelsesmiddel;amerikansk;substantiv intetkøn;noun;anesthetic;anesthetic;american;;;"
1_befaling;befaling;befaling;;substantiv;noun;command;command;;;;
"1_befaling;befaling;befalingerne;;substantiv fælleskøn flertal bestemt;noun plural definite;command;the commands;;;;"
"1_befaling;befaling;befalinger;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;command;commands;;;;"
"1_befaling;befaling;befalingen;;substantiv fælleskøn ental bestemt;noun singular definite;command;the command;;;;"
1_befaling;befaling;befaling;;substantiv;noun;order;order;;;;
"1_befaling;befaling;befalingerne;;substantiv fælleskøn flertal bestemt;noun plural definite;order;the orders;;;;"
"1_befaling;befaling;befalinger;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;order;orders;;;;"
"1_befaling;befaling;befalingen;;substantiv fælleskøn ental bestemt;noun singular definite;order;the order;;;;"
"1_befinde_sig;befinde sig;befinde sig;;verbum;verb;find oneself;find oneself;;;;"
"1_befolkning;befolkning;befolkning;;substantiv fælleskøn;noun;population;population;;Landets samlede befolkning er 300 millioner.;The total population of the country is 300 million.;"
"1_befolkning;befolkning;befolkningerne;;substantiv fælleskøn flertal bestemt;noun plural definite;population;the populations;;Landets samlede befolkning er 300 millioner.;The total population of the country is 300 million.;"
"1_befolkning;befolkning;befolkninger;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;population;populations;;Landets samlede befolkning er 300 millioner.;The total population of the country is 300 million.;"
"1_befolkning;befolkning;befolkningen;;substantiv fælleskøn ental bestemt;noun singular definite;population;the population;;Landets samlede befolkning er 300 millioner.;The total population of the country is 300 million.;"
"1_befolkningstæthed;befolkningstæthed;befolkningstæthed;;substantiv fælleskøn;noun;population density;population density;;;;"
"1_befordring;befordring;befordring;;substantiv fælleskøn;noun;promotion;promotion;;;;"
"1_befordring;befordring;befordringerne;;substantiv fælleskøn flertal bestemt;noun plural definite;promotion;the promotions;;;;"
"1_befordring;befordring;befordringer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;promotion;promotions;;;;"
"1_befordring;befordring;befordringen;;substantiv fælleskøn ental bestemt;noun singular definite;promotion;the promotion;;;;"
"1_befordring;befordring;befordring;;substantiv fælleskøn;noun;transport;transport;;;;"
"1_befordring;befordring;befordringerne;;substantiv fælleskøn flertal bestemt;noun plural definite;transport;the transports;;;;"
"1_befordring;befordring;befordringer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;transport;transports;;;;"
"1_befordring;befordring;befordringen;;substantiv fælleskøn ental bestemt;noun singular definite;transport;the transport;;;;"
1_befri;befri;befri;;verbum;verb;free;free;;;;
1_befri;befri;befri;;verbum;verb;liberate;liberate;;;;
"1_befrugtning;befrugtning;befrugtning;britisk;substantiv fælleskøn;noun;fertilisation;fertilisation;british;;;"
"1_befrugtning;befrugtning;befrugtning;;substantiv fælleskøn;noun;fertilization;fertilization;;;;"
"1_befrugtning;befrugtning;befrugtningen;;substantiv fælleskøn ental bestemt;noun singular definite;fertilization;the fertilisation;;;;"
1_befæste;befæste;befæste;;verbum;verb;attach;attach;;;;
"1_befæste;befæste;befæstede;;verbum datid;verb past tense;attach;attached;;;;"
"1_befæste;befæste;befæster;;verbum nutid;verb present 3rd person singular;attach;attaches;;;;"
"1_befæste;befæste;befæster;;verbum nutid;verb present non 3rd person;attach;attach;;;;"
1_befæste;befæste;befæste;;verbum;verb;determine;determine;;;;
"1_befæste;befæste;befæstede;;verbum datid;verb past tense;determine;determined;;;;"
"1_befæste;befæste;befæster;;verbum nutid;verb present 3rd person singular;determine;determines;;;;"
"1_befæste;befæste;befæster;;verbum nutid;verb present non 3rd person;determine;determine;;;;"
1_befæste;befæste;befæste;;verbum;verb;fasten;fasten;;;;
"1_befæste;befæste;befæstede;;verbum datid;verb past tense;fasten;fastened;;;;"
"1_befæste;befæste;befæster;;verbum nutid;verb present 3rd person singular;fasten;fastens;;;;"
"1_befæste;befæste;befæster;;verbum nutid;verb present non 3rd person;fasten;fasten;;;;"
1_befæste;befæste;befæste;;verbum;verb;fix;fix;;;;
1_befæste;befæste;befæste;;verbum;verb;fix;fix;;;;
"1_befæste;befæste;befæstede;;verbum datid;verb past tense;fix;fixed;;;;"
"1_befæste;befæste;befæster;;verbum nutid;verb present 3rd person singular;fix;fixes;;;;"
"1_befæste;befæste;befæster;;verbum nutid;verb present non 3rd person;fix;fix;;;;"
1_befæste;befæste;befæste;;verbum;verb;secure;secure;;;;
"1_befæste;befæste;befæstede;;verbum datid;verb past tense;secure;secured;;;;"
"1_befæste;befæste;befæster;;verbum nutid;verb present 3rd person singular;secure;secures;;;;"
"1_befæste;befæste;befæster;;verbum nutid;verb present non 3rd person;secure;secure;;;;"
1_befæstet;befæstet;befæstet;;adjektiv,participum;adjective,participle;fortified;fortified;;;;
"1_begavelse;begavelse;begavelse;;substantiv fælleskøn;noun;gift;gift;;;;"
"1_begavet;begavet;begavet;;adjektiv;adjective;gifted;gifted;;Mary er et begavet barn.;Mary is a gifted child.;"
"1_begavet;begavet;begavede;;adjektiv flertal;adjective plural;gifted;gifted;;Mary er et begavet barn.;Mary is a gifted child.;"
"1_begavet;begavet;begavet;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;gifted;gifted;;Mary er et begavet barn.;Mary is a gifted child.;"
"1_begavet;begavet;begavet;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;gifted;gifted;;Mary er et begavet barn.;Mary is a gifted child.;"
"1_begavet;begavet;begavet;;adjektiv;adjective;intelligent;intelligent;;Tom er mere begavet end Mary tror han er.;Tom is more intelligent than Mary thinks he is.;"
"1_begavet;begavet;begavede;;adjektiv flertal;adjective plural;intelligent;intelligent;;Tom er mere begavet end Mary tror han er.;Tom is more intelligent than Mary thinks he is.;"
"1_begavet;begavet;begavet;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;intelligent;intelligent;;Tom er mere begavet end Mary tror han er.;Tom is more intelligent than Mary thinks he is.;"
"1_begavet;begavet;begavet;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;intelligent;intelligent;;Tom er mere begavet end Mary tror han er.;Tom is more intelligent than Mary thinks he is.;"
"1_begavet;begavet;begavede;;adjektiv ental bestemt;adjective singular definite;gifted;the gifted;;Mary er et begavet barn.;Mary is a gifted child.;"
"1_begavet;begavet;begavede;;adjektiv ental bestemt;adjective singular definite;intelligent;the intelligent;;Tom er mere begavet end Mary tror han er.;Tom is more intelligent than Mary thinks he is.;"
1_begejstret;begejstret;begejstret;;adjektiv,participum;adjective,participle;delighted;delighted;;;;
1_begejstring;begejstring;begejstring;;substantiv;noun;alacrity;alacrity;;;;
"1_begejstring;begejstring;begejstringen;;substantiv fælleskøn ental bestemt;noun singular definite;alacrity;the alacrity;;;;"
"1_begge;begge;begge;;adjektiv;adjective;both;both;;I har begge ret.;You're both right.;"
"1_begge;begge;begge;;adjektiv;adjective;either;either;;Hvis noget er et æble"," så er det enten rødt eller grønt eller måske begge dele.;If something is an apple"," then it's either red or green"," or possibly both.;"
"1_begge_to;begge to;begge to;;adjektiv;adjective;both;both;;Hvorfor ikke begge to?;Why not both?;"
"1_begivenhed;begivenhed;begivenhed;;substantiv fælleskøn;noun;event;event;;Hvad var gårsdagens vigtigste begivenheder?;What were yesterday's main events?;"
"1_begivenhed;begivenhed;begivenhederne;;substantiv fælleskøn flertal bestemt;noun plural definite;event;the events;;Hvad var gårsdagens vigtigste begivenheder?;What were yesterday's main events?;"
"1_begivenhed;begivenhed;begivenheder;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;event;events;;Hvad var gårsdagens vigtigste begivenheder?;What were yesterday's main events?;"
"1_begivenhed;begivenhed;begivenheden;;substantiv fælleskøn ental bestemt;noun singular definite;event;the event;;Hvad var gårsdagens vigtigste begivenheder?;What were yesterday's main events?;"
"1_begivenhedshorisont;begivenhedshorisont;begivenhedshorisont;;substantiv;noun;event horizon;event horizon;;;;"
"1_begrave;begrave;begrave;;verbum;verb;bury;bury;;Jeg begravede min hund på dyrekirkegården.;I buried my dog at the pet cemetery.;"
"1_begrave;begrave;begrave;;verbum;verb;bury;bury;;Jeg begravede min hund på dyrekirkegården.;I buried my dog at the pet cemetery.;"
"1_begrave;begrave;begravede;;verbum datid;verb past tense;bury;buried;;Jeg begravede min hund på dyrekirkegården.;I buried my dog at the pet cemetery.;"
"1_begrave;begrave;begraver;;verbum nutid;verb present 3rd person singular;bury;buries;;Jeg begravede min hund på dyrekirkegården.;I buried my dog at the pet cemetery.;"
"1_begrave;begrave;begraver;;verbum nutid;verb present non 3rd person;bury;bury;;Jeg begravede min hund på dyrekirkegården.;I buried my dog at the pet cemetery.;"
"1_begrave_sig_i_noget;begrave sig i noget;begrave sig i noget;frase;verbum;verb;bury oneself in something;bury oneself in something;phrase;;;"
"1_begrave_stridsøksen;begrave stridsøksen;begrave stridsøksen;talemåde;verbum;verb;bury the hatchet;bury the hatchet;idiom;Lad os begrave stridsøksen og igen være venner.;Let's bury the hatchet and be friends again!;"
"1_begrave_stridsøksen;begrave stridsøksen;begrave stridsøksen;talemåde;;;bury the hatchet;bury the hatchet;idiom;Lad os begrave stridsøksen og igen være venner.;Let's bury the hatchet and be friends again!;"
"1_begrave_stridsøksen;begrave stridsøksen;begrave stridsøksen;talemåde;;;extend the olive branch;extend the olive branch;idiom;;;"
"1_begravelse;begravelse;begravelse;;substantiv fælleskøn;noun;funeral;funeral;;;;"
"1_begravelse;begravelse;begravelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;funeral;the funerals;;;;"
"1_begravelse;begravelse;begravelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;funeral;funerals;;;;"
"1_begravelse;begravelse;begravelsen;;substantiv fælleskøn ental bestemt;noun singular definite;funeral;the funeral;;;;"
1_begreb;begreb;begreb;;substantiv;noun;idea;idea;;;;
"1_begreb;begreb;begreberne;;substantiv intetkøn flertal bestemt;noun plural definite;idea;the ideas;;;;"
"1_begreb;begreb;begreber;;substantiv intetkøn flertal ubestemt;noun plural indefinite;idea;ideas;;;;"
"1_begreb;begreb;begrebet;;substantiv intetkøn ental bestemt;noun singular definite;idea;the idea;;;;"
1_begreb;begreb;begreb;;substantiv;noun;notion;notion;;;;
"1_begreb;begreb;begreberne;;substantiv intetkøn flertal bestemt;noun plural definite;notion;the notions;;;;"
"1_begreb;begreb;begreber;;substantiv intetkøn flertal ubestemt;noun plural indefinite;notion;notions;;;;"
"1_begreb;begreb;begrebet;;substantiv intetkøn ental bestemt;noun singular definite;notion;the notion;;;;"
1_begreb;begreb;begreb;;substantiv;noun;realization;realization;;;;
"1_begreb;begreb;begreberne;;substantiv intetkøn flertal bestemt;noun plural definite;realization;the realisations;;;;"
"1_begreb;begreb;begreber;;substantiv intetkøn flertal ubestemt;noun plural indefinite;realization;realisations;;;;"
"1_begreb;begreb;begrebet;;substantiv intetkøn ental bestemt;noun singular definite;realization;the realisation;;;;"
1_begreb;begreb;begreb;;substantiv;noun;sense;sense;;;;
"1_begreb;begreb;begreberne;;substantiv intetkøn flertal bestemt;noun plural definite;sense;the senses;;;;"
"1_begreb;begreb;begreber;;substantiv intetkøn flertal ubestemt;noun plural indefinite;sense;senses;;;;"
"1_begreb;begreb;begrebet;;substantiv intetkøn ental bestemt;noun singular definite;sense;the sense;;;;"
"1_begreb;begreb;begreb;;substantiv intetkøn;noun;term;term;;;;"
"1_begreb;begreb;begreberne;;substantiv intetkøn flertal bestemt;noun plural definite;term;the terms;;;;"
"1_begreb;begreb;begreber;;substantiv intetkøn flertal ubestemt;noun plural indefinite;term;terms;;;;"
"1_begreb;begreb;begrebet;;substantiv intetkøn ental bestemt;noun singular definite;term;the term;;;;"
"1_begrebspar;begrebspar;begrebspar;;substantiv;noun;pair of concepts;pair of concepts;;;;"
"1_begrebsramme;begrebsramme;begrebsramme;;substantiv;noun;conceptual framework;conceptual framework;;;;"
"1_begrundelse;begrundelse;begrundelse;;substantiv fælleskøn;noun plural;grounds;grounds;;;;"
"1_begrundelse;begrundelse;begrundelse;;substantiv fælleskøn;noun;reason;reason;;;;"
"1_begrundelse;begrundelse;begrundelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;reason;the reasons;;;;"
"1_begrundelse;begrundelse;begrundelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;reason;reasons;;;;"
"1_begrundelse;begrundelse;begrundelsen;;substantiv fælleskøn ental bestemt;noun singular definite;reason;the reason;;;;"
1_begrænse;begrænse;begrænse;;verbum;verb;limit;limit;;;;
1_begrænset;begrænset;begrænset;;adjektiv,participum;adjective,"participle;limited;limited;;Mit ordforråd er begrænset.;My vocabulary is limited.;"
1_begrænset;begrænset;begrænset;;adjektiv,participum;adjective,participle;restricted;restricted;;;;
"1_begrænsning;begrænsning;begrænsning;;substantiv fælleskøn;noun;limitation;limitation;;;;"
"1_begrænsning;begrænsning;begrænsningerne;;substantiv fælleskøn flertal bestemt;noun plural definite;limitation;the limitations;;;;"
"1_begrænsning;begrænsning;begrænsninger;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;limitation;limitations;;;;"
"1_begrænsning;begrænsning;begrænsningen;;substantiv fælleskøn ental bestemt;noun singular definite;limitation;the limitation;;;;"
"1_begynde;begynde;begynde;;verbum;verb;begin;begin;;Lad os begynde.;Let's begin.;"
"1_begynde;begynde;begynde;;verbum;verb;begin;begin;;Lad os begynde.;Let's begin.;"
"1_begynde;begynde;begyndte;;verbum datid;verb past tense;begin;began;;Lad os begynde.;Let's begin.;"
"1_begynde;begynde;begynder;;verbum nutid;verb present 3rd person singular;begin;begins;;Lad os begynde.;Let's begin.;"
"1_begynde;begynde;begynder;;verbum nutid;verb present non 3rd person;begin;begin;;Lad os begynde.;Let's begin.;"
1_begynde;begynde;begynde;;verbum;verb;commence;commence;;;;
1_begynde;begynde;begynde;;verbum;verb;commence;commence;;;;
"1_begynde;begynde;begyndte;;verbum datid;verb past tense;commence;commenced;;;;"
"1_begynde;begynde;begynder;;verbum nutid;verb present 3rd person singular;commence;commences;;;;"
"1_begynde;begynde;begynder;;verbum nutid;verb present non 3rd person;commence;commence;;;;"
"1_begynde;begynde;begynde;;verbum;verb;start;start;;Kan du begynde i morgen?;Can you start tomorrow?;"
"1_begynde;begynde;begynde;;verbum;verb;start;start;;Kan du begynde i morgen?;Can you start tomorrow?;"
"1_begynde;begynde;begyndte;;verbum datid;verb past tense;start;started;;Kan du begynde i morgen?;Can you start tomorrow?;"
"1_begynde;begynde;begynder;;verbum nutid;verb present 3rd person singular;start;starts;;Kan du begynde i morgen?;Can you start tomorrow?;"
"1_begynde;begynde;begynder;;verbum nutid;verb present non 3rd person;start;start;;Kan du begynde i morgen?;Can you start tomorrow?;"
"1_begynde_på_en_frisk;begynde på en frisk;begynde på en frisk;talemåde;;;start over;start over;idiom;;;"
"1_begyndelse;begyndelse;begyndelse;;substantiv fælleskøn;noun;beginning;beginning;;Dette er begyndelsen på en ny æra.;This is the beginning of a new era.;"
"1_begyndelse;begyndelse;begyndelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;beginning;the beginnings;;Dette er begyndelsen på en ny æra.;This is the beginning of a new era.;"
"1_begyndelse;begyndelse;begyndelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;beginning;beginnings;;Dette er begyndelsen på en ny æra.;This is the beginning of a new era.;"
"1_begyndelse;begyndelse;begyndelsen;;substantiv fælleskøn ental bestemt;noun singular definite;beginning;the beginning;;Dette er begyndelsen på en ny æra.;This is the beginning of a new era.;"
1_begyndelse;begyndelse;begyndelse;;substantiv;noun;commencement;commencement;;;;
"1_begyndelse;begyndelse;begyndelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;commencement;the commencements;;;;"
"1_begyndelse;begyndelse;begyndelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;commencement;commencements;;;;"
"1_begyndelse;begyndelse;begyndelsen;;substantiv fælleskøn ental bestemt;noun singular definite;commencement;the commencement;;;;"
1_begyndelse;begyndelse;begyndelse;;substantiv;noun;start;start;;;;
"1_begyndelse;begyndelse;begyndelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;start;the starts;;;;"
"1_begyndelse;begyndelse;begyndelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;start;starts;;;;"
"1_begyndelse;begyndelse;begyndelsen;;substantiv fælleskøn ental bestemt;noun singular definite;start;the start;;;;"
"1_begynder;begynder;begynder;;substantiv fælleskøn;noun;beginner;beginner;;Tom er begynder.;Tom is a beginner.;"
"1_begynder;begynder;begynderne;;substantiv fælleskøn flertal bestemt;noun plural definite;beginner;the beginners;;Tom er begynder.;Tom is a beginner.;"
"1_begynder;begynder;begyndere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;beginner;beginners;;Tom er begynder.;Tom is a beginner.;"
"1_begynder;begynder;begynderen;;substantiv fælleskøn ental bestemt;noun singular definite;beginner;the beginner;;Tom er begynder.;Tom is a beginner.;"
1_begærlig;begærlig;begærlig;;adjektiv;adjective;acquisitive;acquisitive;;;;
"1_begærlig;begærlig;begærlige;;adjektiv flertal;adjective plural;acquisitive;acquisitive;;;;"
"1_begærlig;begærlig;begærlig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;acquisitive;acquisitive;;;;"
"1_begærlig;begærlig;begærligt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;acquisitive;acquisitive;;;;"
"1_begærlig;begærlig;begærlige;;adjektiv ental bestemt;adjective singular definite;acquisitive;the acquisitive;;;;"
1_begå;begå;begå;;verbum;verb;commit;commit;;;;
1_behage;behage;behage;;verbum;verb;please;please;;;;
1_behage;behage;behage;;verbum;verb;please;please;;;;
"1_behage;behage;behagede;;verbum datid;verb past tense;please;pleased;;;;"
"1_behage;behage;behager;;verbum nutid;verb present 3rd person singular;please;pleases;;;;"
"1_behage;behage;behager;;verbum nutid;verb present non 3rd person;please;please;;;;"
1_behagelig;behagelig;behagelig;;adjektiv;adjective;agreeable;agreeable;;;;
1_behagelig;behagelig;behagelig;;adjektiv;adjective;comfortable;comfortable;;;;
"1_behagelig;behagelig;behagelige;;adjektiv flertal;adjective plural;comfortable;comfortable;;;;"
"1_behagelig;behagelig;behagelig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;comfortable;comfortable;;;;"
"1_behagelig;behagelig;behageligt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;comfortable;comfortable;;;;"
1_behagelig;behagelig;behagelig;;adjektiv;adjective;enjoyable;enjoyable;;;;
1_behagelig;behagelig;behagelig;;adjektiv;adjective;lovely;lovely;;;;
1_behagelig;behagelig;behagelig;;adjektiv;adjective;nice;nice;;;;
"1_behagelig;behagelig;behagelig;;adjektiv;adjective;pleasant;pleasant;;Vi havde en behagelig aften.;We had a pleasant evening.;"
"1_behagelig;behagelig;behagelige;;adjektiv flertal;adjective plural;pleasant;pleasant;;Vi havde en behagelig aften.;We had a pleasant evening.;"
"1_behagelig;behagelig;behagelig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;pleasant;pleasant;;Vi havde en behagelig aften.;We had a pleasant evening.;"
"1_behagelig;behagelig;behageligt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;pleasant;pleasant;;Vi havde en behagelig aften.;We had a pleasant evening.;"
"1_behagelig;behagelig;behagelige;;adjektiv ental bestemt;adjective singular definite;comfortable;the comfortable;;;;"
"1_behagelig;behagelig;behagelige;;adjektiv ental bestemt;adjective singular definite;pleasant;the pleasant;;Vi havde en behagelig aften.;We had a pleasant evening.;"
1_behagelighed;behagelighed;behagelighed;;substantiv;noun;pleasantness;pleasantness;;;;
"1_behagelighed;behagelighed;behageligheden;;substantiv fælleskøn ental bestemt;noun singular definite;pleasantness;the pleasantness;;;;"
1_behandle;behandle;behandle;;verbum;verb;cure;cure;;;;
"1_behandle;behandle;behandlede;;verbum datid;verb past tense;cure;cured;;;;"
"1_behandle;behandle;behandler;;verbum nutid;verb present 3rd person singular;cure;cures;;;;"
"1_behandle;behandle;behandler;;verbum nutid;verb present non 3rd person;cure;cure;;;;"
1_behandle;behandle;behandle;;verbum;verb;handle;handle;;;;
"1_behandle;behandle;behandlede;;verbum datid;verb past tense;handle;handled;;;;"
"1_behandle;behandle;behandler;;verbum nutid;verb present 3rd person singular;handle;handles;;;;"
"1_behandle;behandle;behandler;;verbum nutid;verb present non 3rd person;handle;handle;;;;"
"1_behandle;behandle;behandle;;verbum;verb;treat;treat;;Lad være med at behandle mig som et barn.;Don't treat me like a child.;"
"1_behandle;behandle;behandle;;verbum;verb;treat;treat;;Lad være med at behandle mig som et barn.;Don't treat me like a child.;"
"1_behandle;behandle;behandlede;;verbum datid;verb past tense;treat;treated;;Lad være med at behandle mig som et barn.;Don't treat me like a child.;"
"1_behandle;behandle;behandler;;verbum nutid;verb present 3rd person singular;treat;treats;;Lad være med at behandle mig som et barn.;Don't treat me like a child.;"
"1_behandle;behandle;behandler;;verbum nutid;verb present non 3rd person;treat;treat;;Lad være med at behandle mig som et barn.;Don't treat me like a child.;"
"1_behandling;behandling;behandling;;substantiv fælleskøn;noun;treatment;treatment;;Jeg skal i behandling.;I have to receive treatment.;"
"1_behandling;behandling;behandlingerne;;substantiv fælleskøn flertal bestemt;noun plural definite;treatment;the treatments;;Jeg skal i behandling.;I have to receive treatment.;"
"1_behandling;behandling;behandlinger;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;treatment;treatments;;Jeg skal i behandling.;I have to receive treatment.;"
"1_behandling;behandling;behandlingen;;substantiv fælleskøn ental bestemt;noun singular definite;treatment;the treatment;;Jeg skal i behandling.;I have to receive treatment.;"
1_beherske;beherske;beherske;;verbum;verb;control;control;;;;
"1_beherske;beherske;beherskede;;verbum datid;verb past tense;control;controlled;;;;"
"1_beherske;beherske;behersker;;verbum nutid;verb present 3rd person singular;control;controls;;;;"
"1_beherske;beherske;behersker;;verbum nutid;verb present non 3rd person;control;control;;;;"
1_beherske;beherske;beherske;;verbum;verb;govern;govern;;;;
"1_beherske;beherske;beherskede;;verbum datid;verb past tense;govern;governed;;;;"
"1_beherske;beherske;behersker;;verbum nutid;verb present 3rd person singular;govern;governs;;;;"
"1_beherske;beherske;behersker;;verbum nutid;verb present non 3rd person;govern;govern;;;;"
1_beherske;beherske;beherske;;verbum;verb;restrain;restrain;;;;
"1_beherske;beherske;beherskede;;verbum datid;verb past tense;restrain;restrained;;;;"
"1_beherske;beherske;behersker;;verbum nutid;verb present 3rd person singular;restrain;restrains;;;;"
"1_beherske;beherske;behersker;;verbum nutid;verb present non 3rd person;restrain;restrain;;;;"
1_beherske;beherske;beherske;;verbum;verb;rule;rule;;;;
"1_beherske;beherske;beherskede;;verbum datid;verb past tense;rule;ruled;;;;"
"1_beherske;beherske;behersker;;verbum nutid;verb present 3rd person singular;rule;rules;;;;"
"1_beherske;beherske;behersker;;verbum nutid;verb present non 3rd person;rule;rule;;;;"
"1_beherske_sig;beherske sig;beherske sig;;verbum;verb;control oneself;control oneself;;;;"
1_beholde;beholde;beholde;;verbum;verb;conserve;conserve;;;;
