"1_A4-format;A4-format;A4-format;;substantiv intetkøn;noun;A4 format;A4 format;;;;"
"1_bakke;bakke;bakken;;substantiv fælleskøn ental bestemt;noun singular definite;hill;the hill;;Vi løb ned ad bakken.;We ran down the hill.;"
1_bakke;bakke;bakke;;substantiv;noun;tray;tray;;;;
"1_bakke;bakke;bakkerne;;substantiv fælleskøn flertal bestemt;noun plural definite;tray;the trays;;;;"
"1_bakke;bakke;bakker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;tray;trays;;;;"
"1_bakke;bakke;bakken;;substantiv fælleskøn ental bestemt;noun singular definite;tray;the tray;;;;"
"1_bakkenbarter;bakkenbarter;bakkenbarter;;substantiv flertal;noun;sideburns;sideburns;;;;"
1_bakket;bakket;bakket;;adjektiv;adjective;hilly;hilly;;;;
"1_bakket;bakket;bakkede;;adjektiv flertal;adjective plural;hilly;hilly;;;;"
"1_bakket;bakket;bakket;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;hilly;hilly;;;;"
"1_bakket;bakket;bakket;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;hilly;hilly;;;;"
"1_bakket;bakket;bakkede;;adjektiv ental bestemt;adjective singular definite;hilly;the hilly;;;;"
"1_bakterier;bakterier;bakterier;;substantiv flertal;noun plural;bacteria;bacteria;;;;"
"1_bakteriesygdom;bakteriesygdom;bakteriesygdom;;substantiv fælleskøn;noun;bacterial disease;bacterial disease;;;;"
1_bakteriologisk;bakteriologisk;bakteriologisk;;adjektiv;adjective;bacteriological;bacteriological;;;;
"1_bakteriologisk;bakteriologisk;bakteriologiske;;adjektiv flertal;adjective plural;bacteriological;bacteriological;;;;"
"1_bakteriologisk;bakteriologisk;bakteriologisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;bacteriological;bacteriological;;;;"
"1_bakteriologisk;bakteriologisk;bakteriologisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;bacteriological;bacteriological;;;;"
"1_bakteriologisk;bakteriologisk;bakteriologiske;;adjektiv ental bestemt;adjective singular definite;bacteriological;the bacteriological;;;;"
1_bal;bal;bal;;substantiv;noun;ball;ball;;;;
"1_bal;bal;ballerne;;substantiv fælleskøn flertal bestemt;noun plural definite;ball;the balls;;;;"
"1_bal;bal;ballerne;;substantiv intetkøn flertal bestemt;noun plural definite;ball;the balls;;;;"
"1_bal;bal;baller;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;ball;balls;;;;"
"1_bal;bal;baller;;substantiv intetkøn flertal ubestemt;noun plural indefinite;ball;balls;;;;"
"1_bal;bal;ballen;;substantiv fælleskøn ental bestemt;noun singular definite;ball;the ball;;;;"
"1_bal;bal;ballet;;substantiv intetkøn ental bestemt;noun singular definite;ball;the ball;;;;"
1_bal;bal;bal;;substantiv;noun;dance;dance;;;;
"1_bal;bal;ballerne;;substantiv fælleskøn flertal bestemt;noun plural definite;dance;the dances;;;;"
"1_bal;bal;ballerne;;substantiv intetkøn flertal bestemt;noun plural definite;dance;the dances;;;;"
"1_bal;bal;baller;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;dance;dances;;;;"
"1_bal;bal;baller;;substantiv intetkøn flertal ubestemt;noun plural indefinite;dance;dances;;;;"
"1_bal;bal;ballen;;substantiv fælleskøn ental bestemt;noun singular definite;dance;the dance;;;;"
"1_bal;bal;ballet;;substantiv intetkøn ental bestemt;noun singular definite;dance;the dance;;;;"
"1_balancere_på_en_knivsæg;balancere på en knivsæg;balancere på en knivsæg;talemåde;;;walk a fine line;walk a fine line;idiom;;;"
"1_balkjole;balkjole;balkjole;;substantiv fælleskøn;noun;ball gown;ball gown;;;;"
"1_balkon;balkon;balkon;;substantiv fælleskøn;noun;balcony;balcony;;Dette værelse har balkon.;This room has a balcony.;"
"1_balkon;balkon;balkonerne;;substantiv fælleskøn flertal bestemt;noun plural definite;balcony;the balconies;;Dette værelse har balkon.;This room has a balcony.;"
"1_balkon;balkon;balkoner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;balcony;balconies;;Dette værelse har balkon.;This room has a balcony.;"
"1_balkon;balkon;balkonen;;substantiv fælleskøn ental bestemt;noun singular definite;balcony;the balcony;;Dette værelse har balkon.;This room has a balcony.;"
"1_ballerina;ballerina;ballerina;;substantiv fælleskøn;noun;ballerina;ballerina;;;;"
"1_ballerina;ballerina;ballerinaerne;;substantiv fælleskøn flertal bestemt;noun plural definite;ballerina;the ballerinas;;;;"
"1_ballerina;ballerina;ballerinaer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;ballerina;ballerinas;;;;"
"1_ballerina;ballerina;ballerinaen;;substantiv fælleskøn ental bestemt;noun singular definite;ballerina;the ballerina;;;;"
"1_ballet;ballet;ballet;;substantiv fælleskøn;noun;ballet;ballet;;;;"
"1_ballet;ballet;balletterne;;substantiv fælleskøn flertal bestemt;noun plural definite;ballet;the ballets;;;;"
"1_ballet;ballet;balletter;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;ballet;ballets;;;;"
"1_ballet;ballet;balletten;;substantiv fælleskøn ental bestemt;noun singular definite;ballet;the ballet;;;;"
"1_balletdanser;balletdanser;balletdanser;;substantiv fælleskøn;noun;ballet dancer;ballet dancer;;Hun er balletdanser.;She is a ballet dancer.;"
"1_balletdanser;balletdanser;balletdanserne;;substantiv fælleskøn flertal bestemt;noun plural definite;ballet dancer;the ballet dancers;;Hun er balletdanser.;She is a ballet dancer.;"
"1_balletdanser;balletdanser;balletdansere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;ballet dancer;ballet dancers;;Hun er balletdanser.;She is a ballet dancer.;"
"1_balletdanser;balletdanser;balletdanseren;;substantiv fælleskøn ental bestemt;noun singular definite;ballet dancer;the ballet dancer;;Hun er balletdanser.;She is a ballet dancer.;"
"1_ballistik;ballistik;ballistik;;substantiv fælleskøn;noun plural;ballistics;ballistics;;;;"
1_ballistisk;ballistisk;ballistisk;;adjektiv;adjective;ballistic;ballistic;;;;
"1_ballistisk;ballistisk;ballistiske;;adjektiv flertal;adjective plural;ballistic;ballistic;;;;"
"1_ballistisk;ballistisk;ballistisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;ballistic;ballistic;;;;"
"1_ballistisk;ballistisk;ballistisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;ballistic;ballistic;;;;"
"1_ballistisk;ballistisk;ballistiske;;adjektiv ental bestemt;adjective singular definite;ballistic;the ballistic;;;;"
"1_ballon;ballon;ballon;;substantiv fælleskøn;noun;balloon;balloon;;;;"
"1_ballon;ballon;ballonerne;;substantiv fælleskøn flertal bestemt;noun plural definite;balloon;the balloons;;;;"
"1_ballon;ballon;balloner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;balloon;balloons;;;;"
"1_ballon;ballon;ballonen;;substantiv fælleskøn ental bestemt;noun singular definite;balloon;the balloon;;;;"
1_baltisk;baltisk;baltisk;;adjektiv;adjective;Baltic;Baltic;;;;
"1_baltisk;baltisk;baltiske;;adjektiv flertal;adjective plural;Baltic;Baltic;;;;"
"1_baltisk;baltisk;baltisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;Baltic;Baltic;;;;"
"1_baltisk;baltisk;baltisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;Baltic;Baltic;;;;"
"1_baltisk;baltisk;baltiske;;adjektiv ental bestemt;adjective singular definite;Baltic;the Baltic;;;;"
"1_bambus;bambus;bambus;;substantiv fælleskøn;noun;bamboo;bamboo;;;;"
"1_bambus;bambus;bambussene;;substantiv fælleskøn flertal bestemt;noun plural definite;bamboo;the bamboos;;;;"
"1_bambus;bambus;bambusserne;;substantiv fælleskøn flertal bestemt;noun plural definite;bamboo;the bamboos;;;;"
"1_bambus;bambus;bambus;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bamboo;bamboos;;;;"
"1_bambus;bambus;bambusser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bamboo;bamboos;;;;"
"1_bambus;bambus;bambussen;;substantiv fælleskøn ental bestemt;noun singular definite;bamboo;the bamboo;;;;"
"1_bamseknus;bamseknus;bamseknus;;substantiv intetkøn;noun;bear hug;bear hug;;;;"
"1_banan;banan;banan;;substantiv fælleskøn;noun;banana;banana;;Jeg spiser en banan.;I am eating a banana.;"
"1_banan;banan;bananerne;;substantiv fælleskøn flertal bestemt;noun plural definite;banana;the bananas;;Jeg spiser en banan.;I am eating a banana.;"
"1_banan;banan;bananer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;banana;bananas;;Jeg spiser en banan.;I am eating a banana.;"
"1_banan;banan;bananen;;substantiv fælleskøn ental bestemt;noun singular definite;banana;the banana;;Jeg spiser en banan.;I am eating a banana.;"
"1_bananrepublik;bananrepublik;bananrepublik;;substantiv;noun;banana republic;banana republic;;;;"
"1_bananrepublik;bananrepublik;bananrepublikkerne;;substantiv fælleskøn flertal bestemt;noun plural definite;banana republic;the banana republics;;;;"
"1_bananrepublik;bananrepublik;bananrepublikker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;banana republic;banana republics;;;;"
"1_bananrepublik;bananrepublik;bananrepublikken;;substantiv fælleskøn ental bestemt;noun singular definite;banana republic;the banana republic;;;;"
"1_bananskræl;bananskræl;bananskræl;;substantiv fælleskøn;noun;banana skin;banana skin;;;;"
"1_bananskræl;bananskræl;bananskrællerne;;substantiv fælleskøn flertal bestemt;noun plural definite;banana skin;the banana skins;;;;"
"1_bananskræl;bananskræl;bananskræller;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;banana skin;banana skins;;;;"
"1_bananskræl;bananskræl;bananskrællen;;substantiv fælleskøn ental bestemt;noun singular definite;banana skin;the banana skin;;;;"
"1_band;band;band;;substantiv intetkøn;noun;band;band;;Trommeslageren er også forsangeren i det band.;The drummer is also the lead singer of that band.;"
"1_band;band;bandene;;substantiv intetkøn flertal bestemt;noun plural definite;band;the bands;;Trommeslageren er også forsangeren i det band.;The drummer is also the lead singer of that band.;"
"1_band;band;band;;substantiv intetkøn flertal ubestemt;noun plural indefinite;band;bands;;Trommeslageren er også forsangeren i det band.;The drummer is also the lead singer of that band.;"
"1_band;band;bands;;substantiv intetkøn flertal ubestemt;noun plural indefinite;band;bands;;Trommeslageren er også forsangeren i det band.;The drummer is also the lead singer of that band.;"
"1_band;band;bandet;;substantiv intetkøn ental bestemt;noun singular definite;band;the band;;Trommeslageren er også forsangeren i det band.;The drummer is also the lead singer of that band.;"
"1_bandage;bandage;bandage;;substantiv fælleskøn;noun;bandage;bandage;;;;"
"1_bandage;bandage;bandagerne;;substantiv fælleskøn flertal bestemt;noun plural definite;bandage;the bandages;;;;"
"1_bandage;bandage;bandager;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bandage;bandages;;;;"
"1_bandage;bandage;bandagen;;substantiv fælleskøn ental bestemt;noun singular definite;bandage;the bandage;;;;"
"1_bande;bande;bande;;verbum;verb;curse;curse;;Han ved hvordan man bander på kinesisk.;He knows how to curse in Chinese.;"
"1_bande;bande;bandede;;verbum datid;verb past tense;curse;cursed;;Han ved hvordan man bander på kinesisk.;He knows how to curse in Chinese.;"
"1_bande;bande;bander;;verbum nutid;verb present 3rd person singular;curse;curses;;Han ved hvordan man bander på kinesisk.;He knows how to curse in Chinese.;"
"1_bande;bande;bander;;verbum nutid;verb present non 3rd person;curse;curse;;Han ved hvordan man bander på kinesisk.;He knows how to curse in Chinese.;"
1_bande;bande;bande;;verbum;verb;cuss;cuss;;;;
"1_bande;bande;bandede;;verbum datid;verb past tense;cuss;cussed;;;;"
"1_bande;bande;bander;;verbum nutid;verb present 3rd person singular;cuss;cusses;;;;"
"1_bande;bande;bander;;verbum nutid;verb present non 3rd person;cuss;cuss;;;;"
1_bande;bande;bande;;substantiv;noun;gang;gang;;;;
"1_bande;bande;banderne;;substantiv fælleskøn flertal bestemt;noun plural definite;gang;the gangs;;;;"
"1_bande;bande;bander;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;gang;gangs;;;;"
"1_bande;bande;banden;;substantiv fælleskøn ental bestemt;noun singular definite;gang;the gang;;;;"
"1_bande;bande;bande;;verbum;verb;swear;swear;;Jeg kan ikke lide at du bander.;I don't like it when you swear.;"
"1_bande;bande;bandede;;verbum datid;verb past tense;swear;swore;;Jeg kan ikke lide at du bander.;I don't like it when you swear.;"
"1_bande;bande;bander;;verbum nutid;verb present 3rd person singular;swear;swears;;Jeg kan ikke lide at du bander.;I don't like it when you swear.;"
"1_bande;bande;bander;;verbum nutid;verb present non 3rd person;swear;swear;;Jeg kan ikke lide at du bander.;I don't like it when you swear.;"
"1_bandeord;bandeord;bandeord;;substantiv;noun;curse word;curse word;;;;"
"1_bandeord;bandeord;bandeord;;substantiv intetkøn;noun;curse word;curse word;;;;"
"1_bandeord;bandeord;bandeord;;substantiv;noun;swear word;swear word;;;;"
"1_bandeord;bandeord;bandeordene;;substantiv intetkøn flertal bestemt;noun plural definite;swear word;the swear words;;;;"
"1_bandeord;bandeord;bandeord;;substantiv intetkøn flertal ubestemt;noun plural indefinite;swear word;swear words;;;;"
"1_bandeord;bandeord;bandeordet;;substantiv intetkøn ental bestemt;noun singular definite;swear word;the swear word;;;;"
1_bandit;bandit;bandit;;substantiv;noun;bandit;bandit;;;;
"1_bandit;bandit;banditterne;;substantiv fælleskøn flertal bestemt;noun plural definite;bandit;the bandits;;;;"
"1_bandit;bandit;banditter;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bandit;bandits;;;;"
"1_bandit;bandit;banditten;;substantiv fælleskøn ental bestemt;noun singular definite;bandit;the bandit;;;;"
1_banebrydende;banebrydende;banebrydende;talemåde;;;ground-breaking;ground-breaking;idiom;;;
1_banebrydende;banebrydende;banebrydende;;adjektiv;adjective;pioneering;pioneering;;;;
"1_banebrydende;banebrydende;banebrydende;;adjektiv flertal;adjective plural;pioneering;pioneering;;;;"
"1_banebrydende;banebrydende;banebrydende;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;pioneering;pioneering;;;;"
"1_banebrydende;banebrydende;banebrydende;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;pioneering;pioneering;;;;"
"1_banebrydende;banebrydende;banebrydende;;adjektiv ental bestemt;adjective singular definite;pioneering;the pioneering;;;;"
"1_banegård;banegård;banegård;britisk;substantiv fælleskøn;noun;railway station;railway station;british;;;"
"1_banegård;banegård;banegård;;substantiv fælleskøn;noun;train station;train station;;;;"
"1_bange;bange;bange;;adjektiv;adjective;afraid;afraid;;Jeg er ikke bange.;I'm not afraid.;"
1_bangebuks;bangebuks;bangebuks;;substantiv;noun;chicken;chicken;;;;
"1_bangebuks;bangebuks;bangebuksene;;substantiv fælleskøn flertal bestemt;noun plural definite;chicken;the chickens;;;;"
"1_bangebuks;bangebuks;bangebukse;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;chicken;chickens;;;;"
"1_bangebuks;bangebuks;bangebuksen;;substantiv fælleskøn ental bestemt;noun singular definite;chicken;the chicken;;;;"
"1_bangebuks;bangebuks;bangebuks;;substantiv;noun;coward;coward;;Du er en bangebuks.;You're a coward.;"
"1_bangebuks;bangebuks;bangebuksene;;substantiv fælleskøn flertal bestemt;noun plural definite;coward;the cowards;;Du er en bangebuks.;You're a coward.;"
"1_bangebuks;bangebuks;bangebukse;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;coward;cowards;;Du er en bangebuks.;You're a coward.;"
"1_bangebuks;bangebuks;bangebuksen;;substantiv fælleskøn ental bestemt;noun singular definite;coward;the coward;;Du er en bangebuks.;You're a coward.;"
"1_bank;bank;bank;;substantiv fælleskøn;noun;bank;bank;;Hvor er nærmeste bank?;Where is the nearest bank?;"
"1_bank;bank;bankerne;;substantiv fælleskøn flertal bestemt;noun plural definite;bank;the banks;;Hvor er nærmeste bank?;Where is the nearest bank?;"
"1_bank;bank;bankene;;substantiv intetkøn flertal bestemt;noun plural definite;bank;the banks;;Hvor er nærmeste bank?;Where is the nearest bank?;"
"1_bank;bank;banker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bank;banks;;Hvor er nærmeste bank?;Where is the nearest bank?;"
"1_bank;bank;bank;;substantiv intetkøn flertal ubestemt;noun plural indefinite;bank;banks;;Hvor er nærmeste bank?;Where is the nearest bank?;"
"1_bank;bank;banken;;substantiv fælleskøn ental bestemt;noun singular definite;bank;the bank;;Hvor er nærmeste bank?;Where is the nearest bank?;"
"1_bank;bank;banket;;substantiv intetkøn ental bestemt;noun singular definite;bank;the bank;;Hvor er nærmeste bank?;Where is the nearest bank?;"
"1_bank_under_bordet;bank under bordet;bank under bordet;amerikansk;;;knock on wood;knock on wood;american;;;"
"1_bank_under_bordet;bank under bordet;bank under bordet;talemåde;;;knock on wood;knock on wood;idiom;;;"
"1_bank_under_bordet;bank under bordet;bank under bordet;britisk;;;touch wood;touch wood;british;;;"
1_banke;banke;banke;;verbum;verb;hit;hit;;;;
"1_banke;banke;bankede;;verbum datid;verb past tense;hit;hit;;;;"
"1_banke;banke;banker;;verbum nutid;verb present 3rd person singular;hit;hits;;;;"
"1_banke;banke;banker;;verbum nutid;verb present non 3rd person;hit;hit;;;;"
"1_banke;banke;banke;;verbum;verb;knock;knock;;Han bankede på døren.;He knocked at the door.;"
"1_banke;banke;banke;;verbum;verb;knock;knock;;Han bankede på døren.;He knocked at the door.;"
"1_banke;banke;bankede;;verbum datid;verb past tense;knock;knocked;;Han bankede på døren.;He knocked at the door.;"
"1_banke;banke;banker;;verbum nutid;verb present 3rd person singular;knock;knocks;;Han bankede på døren.;He knocked at the door.;"
"1_banke;banke;banker;;verbum nutid;verb present non 3rd person;knock;knock;;Han bankede på døren.;He knocked at the door.;"
1_banke;banke;banke;;verbum;verb;strike;strike;;;;
"1_banke;banke;bankede;;verbum datid;verb past tense;strike;struck;;;;"
"1_banke;banke;banker;;verbum nutid;verb present 3rd person singular;strike;strikes;;;;"
"1_banke;banke;banker;;verbum nutid;verb present non 3rd person;strike;strike;;;;"
"1_banke_på;banke på;banke på;;verbum;verb;knock;knock;;;;"
"1_bankkonto;bankkonto;bankkonto;;substantiv fælleskøn;noun;bank account;bank account;;Tom tømte sin bankkonto.;Tom emptied his bank account.;"
"1_bankkonto;bankkonto;bankkontiene;;substantiv fælleskøn flertal bestemt;noun plural definite;bank account;the bank accounts;;Tom tømte sin bankkonto.;Tom emptied his bank account.;"
"1_bankkonto;bankkonto;bankkontoerne;;substantiv fælleskøn flertal bestemt;noun plural definite;bank account;the bank accounts;;Tom tømte sin bankkonto.;Tom emptied his bank account.;"
"1_bankkonto;bankkonto;bankkonti;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bank account;bank accounts;;Tom tømte sin bankkonto.;Tom emptied his bank account.;"
"1_bankkonto;bankkonto;bankkontoer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bank account;bank accounts;;Tom tømte sin bankkonto.;Tom emptied his bank account.;"
"1_bankkonto;bankkonto;bankkontoen;;substantiv fælleskøn ental bestemt;noun singular definite;bank account;the bank account;;Tom tømte sin bankkonto.;Tom emptied his bank account.;"
1_barak;barak;barak;;substantiv;noun;barn;barn;;;;
"1_barak;barak;barakkerne;;substantiv fælleskøn flertal bestemt;noun plural definite;barn;the barns;;;;"
"1_barak;barak;barakker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;barn;barns;;;;"
"1_barak;barak;barakken;;substantiv fælleskøn ental bestemt;noun singular definite;barn;the barn;;;;"
1_barak;barak;barak;;substantiv;noun;shed;shed;;;;
"1_barak;barak;barakkerne;;substantiv fælleskøn flertal bestemt;noun plural definite;shed;the sheds;;;;"
"1_barak;barak;barakker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;shed;sheds;;;;"
"1_barak;barak;barakken;;substantiv fælleskøn ental bestemt;noun singular definite;shed;the shed;;;;"
1_Barbados;Barbados;Barbados;;substantiv;noun;Barbados;Barbados;;;;
1_barbarisk;barbarisk;barbarisk;;adjektiv;adjective;barbaric;barbaric;;;;
"1_barbarisk;barbarisk;barbariske;;adjektiv flertal;adjective plural;barbaric;barbaric;;;;"
"1_barbarisk;barbarisk;barbarisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;barbaric;barbaric;;;;"
"1_barbarisk;barbarisk;barbarisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;barbaric;barbaric;;;;"
"1_barbarisk;barbarisk;barbariske;;adjektiv ental bestemt;adjective singular definite;barbaric;the barbaric;;;;"
"1_barbecue;barbecue;barbecue;;substantiv fælleskøn;noun;barbecue;barbecue;;;;"
"1_barbecue;barbecue;barbecuerne;;substantiv fælleskøn flertal bestemt;noun plural definite;barbecue;the barbecues;;;;"
"1_barbecue;barbecue;barbecuer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;barbecue;barbecues;;;;"
"1_barbecue;barbecue;barbecues;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;barbecue;barbecues;;;;"
"1_barbecue;barbecue;barbecuen;;substantiv fælleskøn ental bestemt;noun singular definite;barbecue;the barbecue;;;;"
1_barbere;barbere;barbere;;verbum;verb;shave;shave;;;;
"1_barbergel;barbergel;barbergel;;substantiv fælleskøn;noun;shaving gel;shaving gel;;;;"
"1_barberkost;barberkost;barberkost;;substantiv fælleskøn;noun;shaving brush;shaving brush;;;;"
"1_barbermaskine;barbermaskine;barbermaskine;;substantiv;noun;electric shaver;electric shaver;;;;"
"1_barbermaskine;barbermaskine;barbermaskinerne;;substantiv fælleskøn flertal bestemt;noun plural definite;electric shaver;the electric razors;;;;"
"1_barbermaskine;barbermaskine;barbermaskiner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;electric shaver;electric razors;;;;"
"1_barbermaskine;barbermaskine;barbermaskinen;;substantiv fælleskøn ental bestemt;noun singular definite;electric shaver;the electric razor;;;;"
"1_barberskum;barberskum;barberskum;;substantiv intetkøn;noun;shaving foam;shaving foam;;;;"
"1_bare;bare;bare;;adverbium;adverb;just;just;;Det er bare en undskyldning.;That's just an excuse.;"
1_bare;bare;bare;;adverbium;adverb;merely;merely;;;;
1_barfodet;barfodet;barfodet;;adjektiv,adverbium;adjective,"adverb;barefoot;barefoot;;Jeg var barfodet.;I was barefoot.;"
"1_bark;bark;bark;;substantiv fælleskøn;noun;bark;bark;;Birken har en hvid bark.;The birch has white bark.;"
"1_bark;bark;barkerne;;substantiv fælleskøn flertal bestemt;noun plural definite;bark;the barks;;Birken har en hvid bark.;The birch has white bark.;"
"1_bark;bark;barker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bark;barks;;Birken har en hvid bark.;The birch has white bark.;"
"1_bark;bark;barken;;substantiv fælleskøn ental bestemt;noun singular definite;bark;the bark;;Birken har en hvid bark.;The birch has white bark.;"
1_barm;barm;barm;;substantiv;noun;bosom;bosom;;;;
"1_barm;barm;barmene;;substantiv fælleskøn flertal bestemt;noun plural definite;bosom;the bosoms;;;;"
"1_barm;barm;barme;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bosom;bosoms;;;;"
"1_barm;barm;barmen;;substantiv fælleskøn ental bestemt;noun singular definite;bosom;the bosom;;;;"
"1_barmand;barmand;barmand;;substantiv fælleskøn;noun;barman;barman;;;;"
1_barmhjertighed;barmhjertighed;barmhjertighed;;substantiv;noun;mercy;mercy;;;;
"1_barmhjertighed;barmhjertighed;barmhjertigheden;;substantiv fælleskøn ental bestemt;noun singular definite;mercy;the mercy;;;;"
"1_barn;barn;barn;;substantiv intetkøn;noun;child;child;;Han opfører sig som et barn.;He behaves like a child.;"
"1_barn;barn;børnene;;substantiv intetkøn flertal bestemt;noun plural definite;child;the children;;Han opfører sig som et barn.;He behaves like a child.;"
"1_barn;barn;børn;;substantiv intetkøn flertal ubestemt;noun plural indefinite;child;children;;Han opfører sig som et barn.;He behaves like a child.;"
"1_barn;barn;barnet;;substantiv intetkøn ental bestemt;noun singular definite;child;the child;;Han opfører sig som et barn.;He behaves like a child.;"
1_barn;barn;barn;;substantiv;noun;infant;infant;;;;
"1_barn;barn;børnene;;substantiv intetkøn flertal bestemt;noun plural definite;infant;the infants;;;;"
"1_barn;barn;børn;;substantiv intetkøn flertal ubestemt;noun plural indefinite;infant;infants;;;;"
"1_barn;barn;barnet;;substantiv intetkøn ental bestemt;noun singular definite;infant;the infant;;;;"
"1_barn;barn;barn;;substantiv intetkøn;noun;kid;kid;;Lad være med at behandle mig som et barn.;Don't treat me like a kid.;"
"1_barn;barn;børnene;;substantiv intetkøn flertal bestemt;noun plural definite;kid;the kids;;Lad være med at behandle mig som et barn.;Don't treat me like a kid.;"
"1_barn;barn;børn;;substantiv intetkøn flertal ubestemt;noun plural indefinite;kid;kids;;Lad være med at behandle mig som et barn.;Don't treat me like a kid.;"
"1_barn;barn;barnet;;substantiv intetkøn ental bestemt;noun singular definite;kid;the kid;;Lad være med at behandle mig som et barn.;Don't treat me like a kid.;"
1_barn;barn;barn;;substantiv;noun;offspring;offspring;;;;
"1_barn;barn;børnene;;substantiv intetkøn flertal bestemt;noun plural definite;offspring;the offspring;;;;"
"1_barn;barn;børn;;substantiv intetkøn flertal ubestemt;noun plural indefinite;offspring;offspring;;;;"
"1_barn;barn;barnet;;substantiv intetkøn ental bestemt;noun singular definite;offspring;the offspring;;;;"
1_barnagtig;barnagtig;barnagtig;;adjektiv;adjective;childish;childish;;;;
"1_barnagtig;barnagtig;barnagtige;;adjektiv flertal;adjective plural;childish;childish;;;;"
"1_barnagtig;barnagtig;barnagtig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;childish;childish;;;;"
"1_barnagtig;barnagtig;barnagtigt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;childish;childish;;;;"
"1_barnagtig;barnagtig;barnagtige;;adjektiv ental bestemt;adjective singular definite;childish;the childish;;;;"
"1_barndom;barndom;barndom;;substantiv fælleskøn;noun;childhood;childhood;;Billedet minder mig om min barndom.;This photo takes me back to my childhood.;"
"1_barndom;barndom;barndommen;;substantiv fælleskøn ental bestemt;noun singular definite;childhood;the childhood;;Billedet minder mig om min barndom.;This photo takes me back to my childhood.;"
"1_barndom;barndom;barndom;;substantiv fælleskøn;noun plural;early days;early days;;;;"
"1_barndomsdrøm;barndomsdrøm;barndomsdrøm;;substantiv fælleskøn;noun;childhood dream;childhood dream;;;;"
"1_barnebarn;barnebarn;barnebarn;;substantiv intetkøn;noun;grandchild;grandchild;;Hendes barnebarn bor i Holland.;Her grandchild lives in the Netherlands.;"
"1_barnebarn;barnebarn;børnebørnene;;substantiv intetkøn flertal bestemt;noun plural definite;grandchild;the grandchildren;;Hendes barnebarn bor i Holland.;Her grandchild lives in the Netherlands.;"
"1_barnebarn;barnebarn;børnebørn;;substantiv intetkøn flertal ubestemt;noun plural indefinite;grandchild;grandchildren;;Hendes barnebarn bor i Holland.;Her grandchild lives in the Netherlands.;"
"1_barnebarn;barnebarn;barnebarnet;;substantiv intetkøn ental bestemt;noun singular definite;grandchild;the grandchild;;Hendes barnebarn bor i Holland.;Her grandchild lives in the Netherlands.;"
"1_barnebarn;barnebarn;barnebarn;;substantiv intetkøn;noun;granddaughter;granddaughter;;Hvor er dit barnebarn?;Where's your granddaughter?;"
"1_barnebarn;barnebarn;børnebørnene;;substantiv intetkøn flertal bestemt;noun plural definite;granddaughter;the grand-daughters;;Hvor er dit barnebarn?;Where's your granddaughter?;"
"1_barnebarn;barnebarn;børnebørn;;substantiv intetkøn flertal ubestemt;noun plural indefinite;granddaughter;grand-daughters;;Hvor er dit barnebarn?;Where's your granddaughter?;"
"1_barnebarn;barnebarn;barnebarnet;;substantiv intetkøn ental bestemt;noun singular definite;granddaughter;the grand-daughter;;Hvor er dit barnebarn?;Where's your granddaughter?;"
