"1_A4-format;A4-format;A4-format;;substantiv intetkøn;noun;A4 format;A4 format;;;;"
"1_anholdelse;anholdelse;anholdelse;;substantiv fælleskøn;noun;arrest;arrest;;;;"
"1_anholdelse;anholdelse;anholdelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;arrest;the arrests;;;;"
"1_anholdelse;anholdelse;anholdelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;arrest;arrests;;;;"
"1_anholdelse;anholdelse;anholdelsen;;substantiv fælleskøn ental bestemt;noun singular definite;arrest;the arrest;;;;"
"1_anhænger;anhænger;anhænger;;substantiv fælleskøn;noun;trailer;trailer;;;;"
"1_anhænger;anhænger;anhængerne;;substantiv fælleskøn flertal bestemt;noun plural definite;trailer;the trailers;;;;"
"1_anhænger;anhænger;anhængere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;trailer;trailers;;;;"
"1_anhænger;anhænger;anhængeren;;substantiv fælleskøn ental bestemt;noun singular definite;trailer;the trailer;;;;"
1_animere;animere;animere;;verbum;verb;animate;animate;;;;
1_animere;animere;animere;;verbum;verb;encourage;encourage;;;;
1_animeret;animeret;animeret;;adjektiv,participum;adjective,participle;animated;animated;;;;
"1_ankel;ankel;ankel;;substantiv fælleskøn;noun;ankle;ankle;;;;"
"1_ankel;ankel;anklerne;;substantiv fælleskøn flertal bestemt;noun plural definite;ankle;the ankles;;;;"
"1_ankel;ankel;ankler;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;ankle;ankles;;;;"
"1_ankel;ankel;anklen;;substantiv fælleskøn ental bestemt;noun singular definite;ankle;the ankle;;;;"
"1_anker;anker;anker;;substantiv intetkøn;noun;anchor;anchor;;Kast anker!;Drop the anchor!;"
"1_anker;anker;ankrene;;substantiv intetkøn flertal bestemt;noun plural definite;anchor;the anchors;;Kast anker!;Drop the anchor!;"
"1_anker;anker;ankre;;substantiv intetkøn flertal ubestemt;noun plural indefinite;anchor;anchors;;Kast anker!;Drop the anchor!;"
"1_anker;anker;ankeret;;substantiv intetkøn ental bestemt;noun singular definite;anchor;the anchor;;Kast anker!;Drop the anchor!;"
"1_anker;anker;ankret;;substantiv intetkøn ental bestemt;noun singular definite;anchor;the anchor;;Kast anker!;Drop the anchor!;"
"1_ankertov;ankertov;ankertov;;substantiv intetkøn;noun;anchor cable;anchor cable;;;;"
1_anklage;anklage;anklage;;verbum;verb;accuse;accuse;;;;
"1_anklage;anklage;anklagede;;verbum datid;verb past tense;accuse;accused;;;;"
"1_anklage;anklage;anklager;;verbum nutid;verb present 3rd person singular;accuse;accuses;;;;"
"1_anklage;anklage;anklager;;verbum nutid;verb present non 3rd person;accuse;accuse;;;;"
"1_ankomme;ankomme;ankomme;;verbum;verb;arrive;arrive;;Han vil ankomme der omkring klokken fem.;He will arrive there about five o'clock.;"
"1_ankomme_præcist;ankomme præcist;ankomme præcist;;verbum;verb;arrive on the dot;arrive on the dot;;;;"
"1_ankomst;ankomst;ankomst;;substantiv fælleskøn;noun;arrival;arrival;;Jeg modtog et brev"," der informerede mig om hans ankomst.;I received a letter informing me of his arrival.;"
1_anledning;anledning;anledning;;substantiv;noun;chance;chance;;;;
"1_anledning;anledning;anledningerne;;substantiv fælleskøn flertal bestemt;noun plural definite;chance;the chances;;;;"
"1_anledning;anledning;anledninger;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;chance;chances;;;;"
"1_anledning;anledning;anledningen;;substantiv fælleskøn ental bestemt;noun singular definite;chance;the chance;;;;"
1_anledning;anledning;anledning;;substantiv;noun;event;event;;;;
"1_anledning;anledning;anledningerne;;substantiv fælleskøn flertal bestemt;noun plural definite;event;the events;;;;"
"1_anledning;anledning;anledninger;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;event;events;;;;"
"1_anledning;anledning;anledningen;;substantiv fælleskøn ental bestemt;noun singular definite;event;the event;;;;"
1_anledning;anledning;anledning;;substantiv;noun;opportunity;opportunity;;;;
"1_anledning;anledning;anledningerne;;substantiv fælleskøn flertal bestemt;noun plural definite;opportunity;the opportunities;;;;"
"1_anledning;anledning;anledninger;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;opportunity;opportunities;;;;"
"1_anledning;anledning;anledningen;;substantiv fælleskøn ental bestemt;noun singular definite;opportunity;the opportunity;;;;"
"1_anliggende;anliggende;anliggende;;substantiv;noun;affair;affair;;Hvorfor blandede du dig i et anliggende som ikke vedrørte dig overhovedet?;Why did you interfere in an affair that did not concern you at all?;"
"1_anliggende;anliggende;anliggenderne;;substantiv intetkøn flertal bestemt;noun plural definite;affair;the affairs;;Hvorfor blandede du dig i et anliggende som ikke vedrørte dig overhovedet?;Why did you interfere in an affair that did not concern you at all?;"
"1_anliggende;anliggende;anliggender;;substantiv intetkøn flertal ubestemt;noun plural indefinite;affair;affairs;;Hvorfor blandede du dig i et anliggende som ikke vedrørte dig overhovedet?;Why did you interfere in an affair that did not concern you at all?;"
"1_anliggende;anliggende;anliggendet;;substantiv intetkøn ental bestemt;noun singular definite;affair;the affair;;Hvorfor blandede du dig i et anliggende som ikke vedrørte dig overhovedet?;Why did you interfere in an affair that did not concern you at all?;"
1_anliggende;anliggende;anliggende;;substantiv;noun;business;business;;;;
"1_anliggende;anliggende;anliggenderne;;substantiv intetkøn flertal bestemt;noun plural definite;business;the businesses;;;;"
"1_anliggende;anliggende;anliggender;;substantiv intetkøn flertal ubestemt;noun plural indefinite;business;businesses;;;;"
"1_anliggende;anliggende;anliggendet;;substantiv intetkøn ental bestemt;noun singular definite;business;the business;;;;"
1_anliggende;anliggende;anliggende;;substantiv;noun;case;case;;;;
"1_anliggende;anliggende;anliggenderne;;substantiv intetkøn flertal bestemt;noun plural definite;case;the cases;;;;"
"1_anliggende;anliggende;anliggender;;substantiv intetkøn flertal ubestemt;noun plural indefinite;case;cases;;;;"
"1_anliggende;anliggende;anliggendet;;substantiv intetkøn ental bestemt;noun singular definite;case;the case;;;;"
1_anliggende;anliggende;anliggende;;substantiv;noun;matter;matter;;;;
"1_anliggende;anliggende;anliggenderne;;substantiv intetkøn flertal bestemt;noun plural definite;matter;the matters;;;;"
"1_anliggende;anliggende;anliggender;;substantiv intetkøn flertal ubestemt;noun plural indefinite;matter;matters;;;;"
"1_anliggende;anliggende;anliggendet;;substantiv intetkøn ental bestemt;noun singular definite;matter;the matter;;;;"
"1_anlæg;anlæg;anlæg;;substantiv intetkøn;noun;installation;installation;;;;"
"1_anlæg;anlæg;anlæggene;;substantiv intetkøn flertal bestemt;noun plural definite;installation;the installations;;;;"
"1_anlæg;anlæg;anlæg;;substantiv intetkøn flertal ubestemt;noun plural indefinite;installation;installations;;;;"
"1_anlæg;anlæg;anlægget;;substantiv intetkøn ental bestemt;noun singular definite;installation;the installation;;;;"
"1_anlæg;anlæg;anlæg;;substantiv intetkøn;noun;plant;plant;;;;"
"1_anlæg;anlæg;anlæggene;;substantiv intetkøn flertal bestemt;noun plural definite;plant;the plants;;;;"
"1_anlæg;anlæg;anlæg;;substantiv intetkøn flertal ubestemt;noun plural indefinite;plant;plants;;;;"
"1_anlæg;anlæg;anlægget;;substantiv intetkøn ental bestemt;noun singular definite;plant;the plant;;;;"
"1_anmode_om;anmode om;anmode om;;verbum;verb;request;request;;;;"
"1_anmodning;anmodning;anmodning;;substantiv fælleskøn;noun;request;request;;Hun afviste min anmodning.;She turned down my request.;"
"1_anmodning;anmodning;anmodningerne;;substantiv fælleskøn flertal bestemt;noun plural definite;request;the requests;;Hun afviste min anmodning.;She turned down my request.;"
"1_anmodning;anmodning;anmodninger;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;request;requests;;Hun afviste min anmodning.;She turned down my request.;"
"1_anmodning;anmodning;anmodningen;;substantiv fælleskøn ental bestemt;noun singular definite;request;the request;;Hun afviste min anmodning.;She turned down my request.;"
"1_annaler;annaler;annaler;;substantiv flertal;noun;annals;annals;;;;"
"1_anneksion;anneksion;anneksion;;substantiv fælleskøn;noun;annexation;annexation;;;;"
"1_anneksion;anneksion;anneksionerne;;substantiv fælleskøn flertal bestemt;noun plural definite;annexation;the annexations;;;;"
"1_anneksion;anneksion;anneksioner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;annexation;annexations;;;;"
"1_anneksion;anneksion;anneksionen;;substantiv fælleskøn ental bestemt;noun singular definite;annexation;the annexation;;;;"
1_annektere;annektere;annektere;;verbum;verb;annex;annex;;;;
1_annonce;annonce;annonce;;substantiv;noun;ad;ad;;;;
"1_annonce;annonce;annoncerne;;substantiv fælleskøn flertal bestemt;noun plural definite;ad;the ads;;;;"
